id,career,pattern,old_code,old_occupation,new_code,new_occupation,reason
2faa94e6-d9a6-42c1-bc18-e36f1b926c8a,Wig & Hairpiece Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
3bd37f34-0847-42e0-ad6a-90921e17c86c,Lash Extension Technician,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
3d53c0e7-8857-4838-a693-09b6baf2fe1f,Personal Color Analysis Coach,beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other",personal styling/image consulting has no dedicated occupation
412fc54a-9d79-4681-8721-47db747da8f4,Bridal Stylist,beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
42177d69-fb96-4403-9716-c0a4569391db,Wig and Hairpiece Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
43cc97e6-e01b-4b86-99e9-eafd9049b17c,Piercing Artist,beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other","O*NET has no piercing occupation; the honest residual is personal care, all other"
47e994e4-392d-4901-8550-1d1f1b120e41,Menopause Beauty Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
48906b38-0150-4e01-a2c1-0e200f452288,Permanent Makeup Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
48ec5742-5071-4297-bee8-1d0be01cabe8,Piercing Specialist (Professional Studio),beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other","O*NET has no piercing occupation; the honest residual is personal care, all other"
4a8ba467-3859-4a41-966a-3ee44255fcf1,Wig Designer (Theatrical),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
4ccb6044-bae9-47cc-90d1-3701455197e3,Wig Stylist (Medical/Theater),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
4d879e92-1a87-4572-9032-e18e1e511f21,Personal Stylist (Professional),beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other",personal styling/image consulting has no dedicated occupation
4dff4604-3218-4fd8-8cd0-85ddb0c868ea,Wig Specialist (Medical/Performance),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
4e44f767-b870-47b8-beca-17701e5dabb5,Wig Stylist (Theatrical),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
4e6d3639-b127-406d-9bb6-718b300d0c73,Permanent Makeup Artist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
4fa286a7-ac69-4f3b-8845-acb3c3f3e68f,Wig and Hairpiece Stylist,beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
52891ccc-24d8-41a5-a7d1-b854525c14b6,Makeup Artistry Instructor,beauty,39-5092.00,Manicurists and Pedicurists,39-5091.00,"Makeup Artists, Theatrical and Performance",makeup artistry has its own occupation
54159b88-fb2a-4eff-b569-0434fa68c85c,Makeup Artist (Film & Theater),beauty,39-5092.00,Manicurists and Pedicurists,39-5091.00,"Makeup Artists, Theatrical and Performance",makeup artistry has its own occupation
56707dcf-8533-426e-8d88-3fb5408f9aa6,Wedding Makeup Artist,beauty,39-5092.00,Manicurists and Pedicurists,39-5091.00,"Makeup Artists, Theatrical and Performance",makeup artistry has its own occupation
57d5eec4-8672-4ac4-abb5-b1c318c83bed,Piercer (Professional Body Art),beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other","O*NET has no piercing occupation; the honest residual is personal care, all other"
598a4f77-c8f6-4af3-acb9-30043ce762e7,Wig Designer & Maker,beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
5cb16207-a351-48fa-bbad-86f0c97c318e,Wig Designer (Custom Theater & Performance),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
629d3a13-1d1a-457b-9b27-c9485dc81a70,Wig & Hair Replacement Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
62e57b3e-6ca0-4e2d-a089-d610bde3e87c,Piercer (Body Modification Specialist),beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other","O*NET has no piercing occupation; the honest residual is personal care, all other"
65dd6f90-3337-4f0f-ad15-7ad371c341cc,Wig Maker & Stylist,beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
65e04780-ceb0-47d2-a5fc-ea204ddc894d,Personal Styling Business Owner,beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other",personal styling/image consulting has no dedicated occupation
6e825811-88a8-44a6-9f09-5dd7406b4ac7,Stylist (Personal Brand),beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other",personal styling/image consulting has no dedicated occupation
6f638846-d2d9-495f-8b4f-8ebc60e51426,Wig Specialist (Medical),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
72061a2e-bf4c-4e05-85cb-9c942bc79789,Wig Stylist (Medical),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
759a42b2-acd7-465a-a2fa-18a0619658a6,Eyebrow Technician (Microblading Specialist),beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
77903b67-1c9e-4df0-af84-0f68cfb510cf,Makeup Artist,beauty,39-5092.00,Manicurists and Pedicurists,39-5091.00,"Makeup Artists, Theatrical and Performance",makeup artistry has its own occupation
79f21577-4536-408d-b538-b242bb4d7baa,Personal Styling Service Owner,beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other",personal styling/image consulting has no dedicated occupation
7e6f56d9-a6b2-46ea-980a-0afe959d80ee,Lash Extension Artist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
7f4551bd-51e9-452f-a1a3-d99971d0da28,Fashion Stylist (Personal),beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other",personal styling/image consulting has no dedicated occupation
83258e50-1b2b-42fd-8b8d-aaf6c69ef967,Piercing Studio Owner,beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other","O*NET has no piercing occupation; the honest residual is personal care, all other"
844aa3e6-2d3f-416b-8ba4-29c4ccc2d8bb,Wig Designer & Technician,beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
86875572-554e-4703-908a-4297c5f9d027,Wig Designer & Stylist,beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
86e057f2-1678-4e99-86de-ca48fdfd39de,Microblading Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
873a663e-510c-4e23-ac7d-6d1d815b4960,Permanent Makeup Artist (Medical),beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
87d4a39f-e60e-4eff-a24c-c7bb3a233dbc,Lash Extension Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
8a0dc902-a87b-4ced-bd4b-2a5acabf9b6e,Eyebrow and Lash Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
91492b53-a465-4948-b31a-f4845a2b2bc1,Brow Artist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
91e1c288-d963-4cb5-8164-3c28f590b0e2,Lash Technician,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
92e6174e-42d1-4068-bbf8-dcd4fb148d9f,Lash Technician (Extensions),beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
94d24189-66bb-4789-955c-f34c5d83005b,Eyebrow Designer,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
96dc6fd9-5d52-46b2-bd47-8d96b0d36a13,Virtual Wardrobe Consultant,beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other",personal styling/image consulting has no dedicated occupation
992ad98f-4c7a-4efb-8276-83a099bcec20,Color Analysis Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other",personal styling/image consulting has no dedicated occupation
992c5aaa-7522-4ccb-981c-d541412a8abb,Wig Specialist (Medical/Theater),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
99f6248f-44c6-4a9f-a840-14e6e35e367e,Piercer,beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other","O*NET has no piercing occupation; the honest residual is personal care, all other"
a1699ef0-1688-4c11-96e6-e448a9952ae2,Wig Stylist (Entertainment),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
a2a62e0b-9176-4a70-9665-70fe423b5fdf,Wig & Hairpiece Designer,beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
a34c76bb-c059-46f2-8570-962c16e2c983,Wig Maker (Theater & Entertainment),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
abd34aea-53a8-498a-8456-1e41df71fe6f,Wig and Hair Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
ac5285b1-cb23-48c1-8e20-f557f06e31ad,Color Analyst (Personal),beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other",personal styling/image consulting has no dedicated occupation
ae5de036-b4cf-4260-8e33-6af104e82e96,Wig Designer (Theater & Film),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
b12a23af-3b3c-4adb-a572-436f89e15e62,Eyebrow Restoration Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
b35e9a15-0bb1-4a63-9fe2-cb36ab044b39,Wig Specialist (Costume/Medical),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
b55c59a9-003e-4498-83ff-dd8d3eb06f42,Wig Specialist (Theatrical),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
b56cb860-b6ef-4497-af29-db043d6f72e8,Lash Technician (Cosmetic),beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
be6b6353-c29f-4851-8174-b046f478c592,Makeup Artist (Bridal),beauty,39-5092.00,Manicurists and Pedicurists,39-5091.00,"Makeup Artists, Theatrical and Performance",makeup artistry has its own occupation
bf2683bc-4082-45c4-a5e6-53cf8b9ebc59,Personal Stylist (Corporate),beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other",personal styling/image consulting has no dedicated occupation
c26d1714-bb03-4ecb-8da8-94027312b1a7,Eyebrow Microblading Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
c2c0bf96-a54e-435f-a2e4-1162fd440a71,Fashion Fit Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other",personal styling/image consulting has no dedicated occupation
c37a755f-0f59-4bcb-9ed5-3fb043c88dc3,Cosmetic Tattoo Artist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
c72e4ab1-5f4d-407e-bf1b-bab5aacc74a0,Eyebrow Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
c73980a6-3810-4426-be3f-e58ffdc63a92,Esthetic Skin Care Professional,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
cfeab702-eb1e-4bd6-9d22-a4379aeb320f,Wardrobe Consultant (Personal),beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other",personal styling/image consulting has no dedicated occupation
d49de42c-e5b5-48c5-80d2-ad18707d4ebd,Wig Stylist (Theater & Film),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
da0187bc-9219-40c9-8af2-474da03d0b8f,Aesthetician (Medical Spa),beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
da56616b-6220-47d7-848d-bcd0625811d9,Eyebrow Tattoo Artist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
de66eead-230c-479a-be7f-28f3455a87b7,Eyebrow Threading Specialist,beauty,39-5092.00,Manicurists and Pedicurists,39-5094.00,Skincare Specialists,"brow, lash and skin treatments are skincare"
e01b2584-0134-463b-a1c3-b873076591ad,Wig Stylist (Theater/Film),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
e01ddca7-d74f-4153-b120-fa6424ca143d,Wig Technician (Theater & Film),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
eb26b7e9-2d65-485e-893c-ef78a39666c8,Piercer (Body Art Professional),beauty,39-5092.00,Manicurists and Pedicurists,39-9099.00,"Personal Care and Service Workers, All Other","O*NET has no piercing occupation; the honest residual is personal care, all other"
ec69e89e-d7a2-4d36-8bc9-1b4d14914842,Beauty Educator (Brand Ambassador),beauty,39-5092.00,Manicurists and Pedicurists,25-3021.00,Self-Enrichment Teachers,teaching a beauty skill is self-enrichment instruction
ed0c1c14-e039-4a25-ae6f-d61363c04866,Wig Technician,beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
ed3b4dd7-fad7-4cde-a3ad-1cea19daf3fa,Wig Technician (Film & TV),beauty,39-5092.00,Manicurists and Pedicurists,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",wig and hair work belongs with hairdressers/cosmetologists
01597a8b-260c-46a8-aae9-6d21afca76d4,Golf Instructor (PGA),coach-sport,39-3021.00,Motion Picture Projectionists,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
02777cec-3e4b-4e13-bda4-41abc9ed7589,Functional Medicine Coach,coach-absurd,29-1127.00,Speech-Language Pathologists,21-1091.00,Health Education Specialists,"health coaching is health education, not athletic coaching"
0c20c515-f7a4-4841-8a2b-27d39d5cf5b7,Acting Coach,coach-absurd,27-2011.00,Actors,25-3021.00,Self-Enrichment Teachers,teaching a performing or academic skill
111c7add-e918-4633-b36b-be5fa92976cb,Personal Golf Instructor,coach-sport,39-3021.00,Motion Picture Projectionists,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
13b5e7a8-290a-4f49-99e6-60b7b4730943,Music Instructor (Private),coach-enrichment,25-3099.00,"Teachers and Instructors, All Other",25-3021.00,Self-Enrichment Teachers,moves off an All Other residual to the precise self-enrichment code
1d9912e0-0f82-4eef-8207-38c226c37e41,Running Coach (Marathon Training),coach-sport,39-9032.00,Recreation Workers,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
209e40a8-3611-48ca-bad8-e748356950de,Cross-Country Ski Instructor,coach-sport,39-3021.00,Motion Picture Projectionists,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
2d2ddab8-a75e-4dc5-be21-53c8617d3339,Ballet Instructor,coach-enrichment,27-2031.00,Dancers,25-3021.00,Self-Enrichment Teachers,"teaching dance is instruction, not performing"
303801c1-3afb-4327-ae0c-ffed0a8d8f1c,Chess Instructor (Competitive),coach-enrichment,25-3099.00,"Teachers and Instructors, All Other",25-3021.00,Self-Enrichment Teachers,moves off an All Other residual to the precise self-enrichment code
32a2c1e4-5fb4-4f64-afb2-d8f91dfaa5d1,Cycling Coach,coach-sport,39-3021.00,Motion Picture Projectionists,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
3316f8ff-0ea8-427e-902c-ae919580851b,Boxing Coach,coach-sport,39-3021.00,Motion Picture Projectionists,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
39322130-7f05-467e-bc69-53612fb9e5f1,Sports Analytics Coach,coach-sport,13-1111.00,Management Analysts,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
3a6c5f62-086a-41bc-beea-a6b0b30a06af,Dance Instructor,coach-enrichment,27-2031.00,Dancers,25-3021.00,Self-Enrichment Teachers,"teaching dance is instruction, not performing"
41087069-e480-4dff-a6e7-e32a45a17cbb,Chess Coach (Competitive),coach-enrichment,25-3099.00,"Teachers and Instructors, All Other",25-3021.00,Self-Enrichment Teachers,moves off an All Other residual to the precise self-enrichment code
42befc96-dbef-4ff9-acca-d8ce428fa9bc,Marathon Coach,coach-sport,39-3021.00,Motion Picture Projectionists,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
47eafeda-b078-418c-8b89-6e770ac93a4b,Nutrition Coach (Sports),coach-sport,29-1031.00,Dietitians and Nutritionists,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
5247fc63-7626-44f4-8b97-67c678fcbf18,Nutrition Coach (Sports Performance),coach-sport,29-1031.00,Dietitians and Nutritionists,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
5368cd7f-6c16-47a6-93b3-cd666e3da1af,Golf Coach,coach-sport,39-3099.00,"Entertainment Attendants and Related Workers, All Other",27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
5ef31bd0-0a6f-4aa3-ac9b-ba79aa2a03c6,Running Coach,coach-sport,39-3091.00,Amusement and Recreation Attendants,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
6597cfd9-cbe1-435e-b937-c45d0cc96409,Dance Instructor (Youth Programs),coach-enrichment,27-2031.00,Dancers,25-3021.00,Self-Enrichment Teachers,"teaching dance is instruction, not performing"
6bdc0336-9aec-4c0a-91db-901e83e6f6a6,Nutrition Coach (Athletic),coach-sport,29-1031.00,Dietitians and Nutritionists,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
6e1ae633-e049-4fa0-b30d-91c915a17de5,Sports Nutrition Coach,coach-sport,29-1031.00,Dietitians and Nutritionists,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
8677e605-cebd-4aef-9378-5d07ae3914aa,Marathon Training Coach,coach-sport,39-3091.00,Amusement and Recreation Attendants,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
88192639-0b46-4a94-bc0b-abc625319107,Health Coach (Preventative Care),coach-absurd,29-1127.00,Speech-Language Pathologists,21-1091.00,Health Education Specialists,"health coaching is health education, not athletic coaching"
8c481190-6c08-4b0c-ad9c-c4f699960ab8,Boxing Coach (Amateur),coach-sport,39-3091.00,Amusement and Recreation Attendants,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
9a60b758-00a9-4577-8d86-0230d5bbc3ca,Performance Coach (Music),coach-enrichment,25-3099.00,"Teachers and Instructors, All Other",25-3021.00,Self-Enrichment Teachers,moves off an All Other residual to the precise self-enrichment code
9df64cd4-af04-48ab-bacd-38a980d957a2,Tennis Coach (Professional),coach-sport,39-3091.00,Amusement and Recreation Attendants,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
9ffd689d-5ac6-4af9-b809-52c2a9d836e6,Puppetry Instructor (Community Arts),coach-absurd,27-2011.00,Actors,25-3021.00,Self-Enrichment Teachers,teaching a performing or academic skill
a4f1c0ea-0397-48c8-8a9d-b67e6a78f0ac,Chess Coach,coach-enrichment,25-3099.00,"Teachers and Instructors, All Other",25-3021.00,Self-Enrichment Teachers,moves off an All Other residual to the precise self-enrichment code
b2070f49-bc5f-41e4-8321-ce3d09c0db2b,Personal Injury Recovery Coach,coach-absurd,29-1127.00,Speech-Language Pathologists,21-1091.00,Health Education Specialists,"health coaching is health education, not athletic coaching"
cd2b921e-85d8-4be1-ae23-c24dd2fdb95a,"Combat Sports Coach (MMA, Boxing)",coach-sport,39-3021.00,Motion Picture Projectionists,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
cfd30c42-de56-4c28-becb-aa2c54adac02,Performance Coach (Dance),coach-enrichment,27-2031.00,Dancers,25-3021.00,Self-Enrichment Teachers,"teaching dance is instruction, not performing"
d2b40242-074e-4c8a-a770-011abd3adb34,Golf Instructor,coach-sport,39-3091.00,Amusement and Recreation Attendants,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
e23a3122-9789-44cc-af17-c0727f8a5f29,Music Lesson Instructor,coach-enrichment,25-3099.00,"Teachers and Instructors, All Other",25-3021.00,Self-Enrichment Teachers,moves off an All Other residual to the precise self-enrichment code
f125a122-bcf2-49ff-b49f-8ab049e76154,Combat Sports Coach (MMA/Boxing),coach-sport,39-3092.00,Costume Attendants,27-2022.00,Coaches and Scouts,"sport coaching, currently cited as something unrelated"
