id,career,pattern,old_code,old_occupation,new_code,new_occupation,reason
8e15ff8a-4a2f-431b-a8e3-23c23f810df8,Puppetry Stage Manager,actors,27-2011.00,Actors,27-2012.00,Producers and Directors,production coordination sits with producers and directors
93c2c4bc-087d-4051-98f7-e1b0ee023c91,Independent Curator,actors,27-2011.00,Actors,25-4012.00,Curators,curation
95f9806d-05e8-4342-aace-2ce3f3154e15,Virtual Gallery Curator,actors,27-2011.00,Actors,25-4012.00,Curators,curation
9705287f-ac93-4550-b274-b20d44ca98eb,Stand-Up Comedian,actors,27-2011.00,Actors,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other","performer, but not an actor"
97d8c392-4614-4a72-b26e-20ccd5f20d16,Puppeteer,actors,27-2011.00,Actors,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other","performer, but not an actor"
9910e037-04c0-4d47-8b92-939d135cbe17,Documentary Distributor,actors,27-2011.00,Actors,27-2012.00,Producers and Directors,directing or producing
9cb3ad46-9bc0-47c8-9a43-29790220f6ef,Theater Production Manager,actors,27-2011.00,Actors,27-2012.00,Producers and Directors,production coordination sits with producers and directors
a26f37f2-8477-4046-bb0f-8a2b1955c821,Broadway Stage Manager,actors,27-2011.00,Actors,27-2012.00,Producers and Directors,production coordination sits with producers and directors
a47116cc-4bf6-4dea-beea-a5a15e85c941,Live Events Artistic Director,actors,27-2011.00,Actors,27-2012.00,Producers and Directors,directing or producing
a4b3de88-18bc-4074-962f-005514e10278,Fashion Fit Model,actors,27-2011.00,Actors,41-9012.00,Models,modelling
aa788d6d-925a-415c-9e04-27f0d88aaaa6,Documentary Grants Officer,actors,27-2011.00,Actors,13-1131.00,Fundraisers,fundraising
aebc237d-a6c0-4c7f-bd96-54384f0b2acd,Puppeteering Choreographer,actors,27-2011.00,Actors,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other","performer, but not an actor"
b2ae4f42-267d-4119-b684-ad1f3f54c592,Animation Director (Film/TV),actors,27-2011.00,Actors,27-2012.00,Producers and Directors,directing or producing
b3f1073e-45fa-41a4-a76c-495f09eec7b9,Character Animator (Film & TV),actors,27-2011.00,Actors,27-1014.00,Special Effects Artists and Animators,animation
b4ec26ec-d82e-4ab5-8194-311dd782683b,Performance Installation Artist,actors,27-2011.00,Actors,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other","performer, but not an actor"
c012fff5-1b8d-4a20-b36a-aa1156ca080c,Puppetry Performer (Professional Theatre),actors,27-2011.00,Actors,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other","performer, but not an actor"
c403137e-6585-4fe2-a34d-bd890ab91e46,Museum Audio Tour Producer,actors,27-2011.00,Actors,27-2012.00,Producers and Directors,directing or producing
c783a243-8c31-4bd5-b418-d9c9a548c2d7,Gallery Owner/Curator,actors,27-2011.00,Actors,25-4012.00,Curators,curation
d1f01242-b7d8-4bc9-8a0e-51bc2347f367,Virtual Performance Director,actors,27-2011.00,Actors,27-2012.00,Producers and Directors,directing or producing
d39fff59-e0bc-46a5-92e2-2c25571c23c8,Cabaret Producer,actors,27-2011.00,Actors,27-2012.00,Producers and Directors,directing or producing
d4399ac4-a472-426b-9169-54cccda5a3b0,Performance Artist (Conceptual Art),actors,27-2011.00,Actors,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other","performer, but not an actor"
d5f2d62f-8540-4684-a4f2-41f4fa40ef1a,Bassoonist (Orchestra),actors,27-2011.00,Actors,27-2042.00,Musicians and Singers,musician
d603582c-7625-4cca-a8c6-8f9c7f261f27,Choreography Notator,actors,27-2011.00,Actors,27-2032.00,Choreographers,choreography
d6a52cbe-02f7-43d0-9830-da9ce3fa6e53,Projection Design Specialist (Theater),actors,27-2011.00,Actors,27-1027.00,Set and Exhibit Designers,exhibit and staging design
daae84d8-2ed8-4808-8389-c8e4e38e4cfa,Digital Arts Curator,actors,27-2011.00,Actors,25-4012.00,Curators,curation
ddb9ad4b-6fde-4144-877b-00f083aafb77,Experimental Theater Curator,actors,27-2011.00,Actors,25-4012.00,Curators,curation
e152f210-6843-475d-81c9-3e43f9498ff4,Exhibition Lighting Consultant,actors,27-2011.00,Actors,27-1027.00,Set and Exhibit Designers,exhibit and staging design
e446d408-6d75-4d45-8e44-fc21fd7c18d3,Puppet Maker,actors,27-2011.00,Actors,51-9199.00,"Production Workers, All Other",fabrication rather than performance
e660a0f4-bb0e-486a-9522-02b05cc6bb21,Experiential Artist,actors,27-2011.00,Actors,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other","performer, but not an actor"
e6ae583b-ab78-4439-a401-fb8a22388751,Gallery Owner (Fine Art),actors,27-2011.00,Actors,11-9199.00,"Managers, All Other",runs a gallery; a management role
ec7e419c-8c37-434f-a9b8-f92289b54ef2,Artist Residency Director,actors,27-2011.00,Actors,27-2012.00,Producers and Directors,directing or producing
efda34cc-ce30-45b7-bba6-5af1ec708c8c,Literary Manager (Theater),actors,27-2011.00,Actors,27-3043.00,Writers and Authors,literary/editorial work
f26df405-1c8e-4ddc-b5ca-0c6535714d9e,Script Coordinator (Film & TV),actors,27-2011.00,Actors,27-2012.00,Producers and Directors,production coordination sits with producers and directors
f5d0c268-da94-4a0f-b44a-d0eef6b5063e,Virtual Fashion Model (Digital Avatar),actors,27-2011.00,Actors,41-9012.00,Models,modelling
1459232b-ccd0-40a0-b82c-ccc39b9f3d09,Boxing Trainer,coach-gap,39-3091.00,Amusement and Recreation Attendants,27-2022.00,Coaches and Scouts,sport role whose title uses 'Pro' or 'Trainer' rather than 'coach'
20e57e59-eca5-42ac-8a08-1a51e6959ba2,Yoga Teacher (Specialized Populations),coach-gap,39-9032.00,Recreation Workers,39-9031.00,Exercise Trainers and Group Fitness Instructors,yoga/pilates instruction is fitness instruction
55b57f97-5e77-49f7-8934-cecd46026062,Golf Pro,coach-gap,39-3021.00,Motion Picture Projectionists,27-2022.00,Coaches and Scouts,sport role whose title uses 'Pro' or 'Trainer' rather than 'coach'
a9b12a3e-84af-4942-8c26-b82bf7d5b271,Golf Pro (PGA),coach-gap,27-2023.00,"Umpires, Referees, and Other Sports Officials",27-2022.00,Coaches and Scouts,sport role whose title uses 'Pro' or 'Trainer' rather than 'coach'
