created_at,rows_in_batch,flagged,flagged_pct
2026-08-15T01:36:43.046488+00:00,1,0,0.0
2026-06-22T03:26:04.976467+00:00,1,0,0.0
2026-07-05T03:59:56.601025+00:00,1,0,0.0
2026-04-27T07:58:42.221353+00:00,1,0,0.0
2026-07-04T03:40:21.279116+00:00,1,0,0.0
2026-06-10T02:17:25.323101+00:00,1,0,0.0
2026-05-04T01:53:39.794212+00:00,1,0,0.0
2026-05-12T02:01:23.268159+00:00,1,0,0.0
2026-07-24T03:19:19.70362+00:00,1,0,0.0
2026-05-07T01:56:35.549365+00:00,1,0,0.0
2026-04-25T06:09:40.555925+00:00,1,0,0.0
2026-07-06T04:06:01.410119+00:00,1,0,0.0
2026-06-28T04:23:13.196871+00:00,1,0,0.0
2026-07-08T03:23:24.742698+00:00,1,0,0.0
2026-06-19T02:54:29.118233+00:00,1,0,0.0
2026-04-30T01:58:27.106599+00:00,1,0,0.0
2026-07-18T02:54:29.858707+00:00,1,0,0.0
2026-07-04T03:40:44.950559+00:00,1,0,0.0
2026-05-16T02:00:47.391099+00:00,1,0,0.0
2026-04-30T01:57:59.274763+00:00,1,0,0.0
2026-05-08T02:04:08.935976+00:00,1,0,0.0
2026-08-12T02:25:55.078119+00:00,1,0,0.0
2026-06-10T02:15:47.041924+00:00,1,0,0.0
2026-07-08T03:23:01.696225+00:00,1,1,100.0
2026-05-08T02:03:32.949786+00:00,1,0,0.0
2026-07-03T03:50:39.07336+00:00,1,0,0.0
2026-05-22T02:14:03.376962+00:00,1,0,0.0
2026-07-18T02:54:39.859773+00:00,1,0,0.0
2026-06-06T02:06:17.203122+00:00,1,0,0.0
2026-07-04T03:41:57.577228+00:00,1,0,0.0
2026-08-12T02:26:47.904533+00:00,1,0,0.0
2026-04-25T06:06:31.403919+00:00,1,0,0.0
2026-06-21T02:40:17.103189+00:00,1,0,0.0
2026-05-24T02:09:48.459769+00:00,1,0,0.0
2026-04-27T07:59:37.713825+00:00,1,1,100.0
2026-05-05T01:52:59.872284+00:00,1,0,0.0
2026-05-16T02:00:50.331847+00:00,1,0,0.0
2026-05-27T02:16:05.687734+00:00,1,0,0.0
2026-07-22T03:19:22.222554+00:00,1,0,0.0
2026-05-02T01:49:21.38929+00:00,1,0,0.0
2026-05-30T02:03:16.002895+00:00,1,0,0.0
2026-08-13T02:28:24.748766+00:00,1,0,0.0
2026-07-09T03:51:29.400842+00:00,1,0,0.0
2026-07-08T03:23:47.418131+00:00,1,1,100.0
2026-05-15T02:08:06.404214+00:00,1,0,0.0
2026-08-17T01:40:23.969956+00:00,1,0,0.0
2026-08-04T03:14:21.96161+00:00,1,0,0.0
2026-05-11T02:06:19.702889+00:00,1,0,0.0
2026-08-07T02:58:38.907085+00:00,1,0,0.0
2026-05-06T01:51:37.216412+00:00,1,0,0.0
2026-06-28T04:21:00.30295+00:00,1,0,0.0
2026-07-07T03:58:20.148742+00:00,1,0,0.0
2026-08-08T01:59:31.700995+00:00,1,0,0.0
2026-07-20T03:39:40.209743+00:00,1,0,0.0
2026-04-23T06:30:41.349399+00:00,1,0,0.0
2026-05-25T02:31:52.575565+00:00,1,0,0.0
2026-05-15T02:07:32.236136+00:00,1,0,0.0
2026-08-13T02:27:10.660861+00:00,1,0,0.0
2026-06-20T02:15:48.067766+00:00,1,0,0.0
2026-06-27T03:59:56.862978+00:00,1,0,0.0
2026-04-29T02:01:43.026555+00:00,1,0,0.0
2026-05-31T02:29:22.000234+00:00,1,0,0.0
2026-05-05T01:54:35.890921+00:00,1,0,0.0
2026-07-14T02:54:52.313182+00:00,1,0,0.0
2026-05-14T02:10:58.797164+00:00,1,0,0.0
2026-06-30T04:08:27.573641+00:00,1,0,0.0
2026-05-24T02:11:01.971684+00:00,1,0,0.0
2026-08-06T03:12:45.482633+00:00,1,0,0.0
2026-05-23T02:04:13.051475+00:00,1,0,0.0
2026-06-05T02:16:18.498303+00:00,1,0,0.0
2026-04-25T06:07:10.87779+00:00,1,1,100.0
2026-08-17T01:41:08.826898+00:00,1,0,0.0
2026-05-30T02:02:16.238929+00:00,1,0,0.0
2026-05-15T02:08:45.31515+00:00,1,0,0.0
2026-06-29T04:28:43.320081+00:00,1,1,100.0
2026-06-03T02:47:05.270447+00:00,1,0,0.0
2026-04-22T03:27:43.976887+00:00,1,0,0.0
2026-05-24T02:09:45.14953+00:00,1,0,0.0
2026-04-26T06:32:13.014234+00:00,1,0,0.0
2026-07-09T03:50:32.621164+00:00,1,0,0.0
2026-06-24T04:07:00.228496+00:00,1,0,0.0
2026-05-23T02:01:33.065644+00:00,1,0,0.0
2026-06-13T02:14:27.228538+00:00,1,1,100.0
2026-07-20T03:41:14.573869+00:00,1,0,0.0
2026-07-12T03:30:15.78147+00:00,1,0,0.0
2026-08-07T02:56:04.633824+00:00,1,0,0.0
2026-05-28T02:01:33.02516+00:00,1,0,0.0
2026-04-22T06:27:09.43258+00:00,1,0,0.0
2026-04-29T02:00:52.938216+00:00,1,0,0.0
2026-07-24T03:21:09.031219+00:00,1,0,0.0
2026-05-07T01:56:55.788408+00:00,1,0,0.0
2026-07-10T03:52:12.604901+00:00,1,0,0.0
2026-05-27T02:17:43.425535+00:00,1,0,0.0
2026-07-30T02:49:06.154688+00:00,1,0,0.0
2026-05-26T02:10:00.306484+00:00,1,0,0.0
2026-05-12T02:00:43.236465+00:00,1,0,0.0
2026-05-14T02:09:08.220633+00:00,1,0,0.0
2026-08-15T01:37:10.321962+00:00,1,0,0.0
2026-08-06T03:13:02.384482+00:00,1,0,0.0
2026-07-28T02:57:11.958272+00:00,1,0,0.0
2026-08-04T03:15:10.145143+00:00,1,0,0.0
2026-06-05T02:14:39.471017+00:00,1,0,0.0
2026-05-02T01:50:09.505424+00:00,1,0,0.0
2026-05-08T02:02:15.750294+00:00,1,0,0.0
2026-07-05T04:01:27.604379+00:00,1,0,0.0
2026-07-30T02:47:43.504084+00:00,1,0,0.0
2026-05-11T02:05:28.105691+00:00,1,0,0.0
2026-05-08T02:02:51.47047+00:00,1,0,0.0
2026-05-28T02:03:41.264052+00:00,1,0,0.0
2026-07-20T03:41:45.070825+00:00,1,0,0.0
2026-06-12T02:34:23.623851+00:00,1,0,0.0
2026-06-14T02:39:05.351942+00:00,1,0,0.0
2026-07-11T03:18:28.837706+00:00,1,0,0.0
2026-05-01T02:01:16.420171+00:00,1,0,0.0
2026-04-22T03:25:27.25551+00:00,1,0,0.0
2026-05-25T02:29:38.332545+00:00,1,0,0.0
2026-04-28T07:58:09.451959+00:00,1,0,0.0
2026-05-19T02:13:04.208554+00:00,1,0,0.0
2026-05-09T01:56:05.133472+00:00,1,0,0.0
2026-05-08T02:05:22.069769+00:00,1,0,0.0
2026-05-26T02:08:53.935107+00:00,1,0,0.0
2026-08-04T03:16:00.384514+00:00,1,0,0.0
2026-06-12T02:34:11.555263+00:00,1,1,100.0
2026-07-08T03:23:53.754498+00:00,1,0,0.0
2026-05-22T02:14:36.039917+00:00,1,0,0.0
2026-05-12T02:01:09.018844+00:00,1,0,0.0
2026-05-28T02:01:07.110408+00:00,1,0,0.0
2026-05-08T02:02:34.249517+00:00,1,0,0.0
2026-06-15T02:43:58.23209+00:00,1,0,0.0
2026-06-20T02:15:20.631555+00:00,1,0,0.0
2026-06-11T02:38:43.702213+00:00,1,0,0.0
2026-06-01T02:40:16.903487+00:00,1,0,0.0
2026-08-16T01:42:55.240286+00:00,1,0,0.0
2026-05-27T02:16:45.82673+00:00,1,0,0.0
2026-06-22T02:45:27.767408+00:00,1,0,0.0
2026-08-06T03:13:17.179035+00:00,1,0,0.0
2026-05-14T02:10:13.207451+00:00,1,0,0.0
2026-05-14T02:09:40.935551+00:00,1,0,0.0
2026-08-05T02:57:43.837604+00:00,1,0,0.0
2026-07-07T03:57:13.572831+00:00,1,0,0.0
2026-05-19T02:14:20.295211+00:00,1,0,0.0
2026-04-27T07:58:39.054972+00:00,1,0,0.0
2026-06-22T03:26:50.983129+00:00,1,0,0.0
2026-04-25T06:09:12.368224+00:00,1,0,0.0
2026-06-15T02:44:31.174805+00:00,1,0,0.0
2026-04-22T03:23:05.849585+00:00,1,0,0.0
2026-08-11T02:07:00.302453+00:00,1,0,0.0
2026-06-22T02:44:45.712903+00:00,1,0,0.0
2026-05-21T02:12:25.447837+00:00,1,0,0.0
2026-05-25T02:29:15.648249+00:00,1,0,0.0
2026-05-27T02:17:04.963558+00:00,1,0,0.0
2026-06-25T04:06:22.321104+00:00,1,0,0.0
2026-04-27T08:00:28.460209+00:00,1,0,0.0
2026-08-12T02:24:33.041239+00:00,1,0,0.0
2026-04-27T08:00:15.312103+00:00,1,0,0.0
2026-05-19T02:14:26.930515+00:00,1,0,0.0
2026-07-22T03:19:00.43202+00:00,1,0,0.0
2026-04-25T06:07:23.236911+00:00,1,0,0.0
2026-05-14T02:10:43.061888+00:00,1,0,0.0
2026-05-11T02:06:55.9725+00:00,1,0,0.0
2026-06-10T02:17:15.866181+00:00,1,0,0.0
2026-08-01T03:30:01.605028+00:00,1,0,0.0
2026-05-23T02:03:14.815706+00:00,1,0,0.0
2026-06-15T02:44:46.439574+00:00,1,0,0.0
2026-08-07T02:57:22.691137+00:00,1,0,0.0
2026-07-08T03:24:03.339353+00:00,1,0,0.0
2026-05-21T02:11:23.062884+00:00,1,0,0.0
2026-04-22T03:24:36.254707+00:00,1,0,0.0
2026-05-26T02:08:47.195299+00:00,1,0,0.0
2026-05-21T02:14:15.481937+00:00,1,0,0.0
2026-05-25T02:30:23.318614+00:00,1,0,0.0
2026-05-12T02:01:53.290445+00:00,1,0,0.0
2026-06-12T02:34:58.868853+00:00,1,0,0.0
2026-07-02T04:03:14.48986+00:00,1,0,0.0
2026-07-21T03:20:10.133725+00:00,1,0,0.0
2026-08-11T02:06:34.904511+00:00,1,0,0.0
2026-08-07T02:54:41.295292+00:00,1,0,0.0
2026-06-23T04:03:42.607538+00:00,1,0,0.0
2026-06-01T02:42:04.213949+00:00,1,0,0.0
2026-06-22T03:26:38.367253+00:00,1,0,0.0
2026-07-25T03:17:41.499544+00:00,1,0,0.0
2026-08-07T02:54:13.75164+00:00,1,0,0.0
2026-07-05T03:59:29.697742+00:00,1,0,0.0
2026-05-28T02:02:53.048546+00:00,1,0,0.0
2026-05-31T02:29:18.457595+00:00,1,0,0.0
2026-04-24T06:31:32.695647+00:00,1,0,0.0
2026-08-04T03:15:49.982394+00:00,1,0,0.0
2026-05-30T02:02:09.22629+00:00,1,0,0.0
2026-06-23T04:04:31.515527+00:00,1,0,0.0
2026-05-01T02:01:13.278232+00:00,1,0,0.0
2026-05-16T02:00:43.902232+00:00,1,0,0.0
2026-07-06T04:06:37.258292+00:00,1,0,0.0
2026-06-23T04:04:21.981162+00:00,1,0,0.0
2026-07-01T04:25:25.213667+00:00,1,0,0.0
2026-05-17T02:01:39.530454+00:00,1,0,0.0
2026-07-03T03:48:53.242057+00:00,1,0,0.0
2026-06-22T02:44:28.061905+00:00,1,0,0.0
2026-05-19T02:13:07.335164+00:00,1,0,0.0
2026-04-28T07:58:02.446543+00:00,1,1,100.0
2026-05-11T02:06:49.64939+00:00,1,0,0.0
2026-05-12T02:01:49.853059+00:00,1,0,0.0
2026-06-23T04:03:23.861787+00:00,1,0,0.0
2026-06-06T02:07:51.286751+00:00,1,0,0.0
2026-05-21T02:12:28.591248+00:00,1,0,0.0
2026-05-18T02:14:25.331508+00:00,1,0,0.0
2026-06-27T03:59:02.581753+00:00,1,0,0.0
2026-05-06T01:53:42.243931+00:00,1,0,0.0
2026-05-23T02:01:02.253381+00:00,1,0,0.0
2026-04-29T02:00:36.225898+00:00,1,0,0.0
2026-07-10T03:52:09.610604+00:00,1,0,0.0
2026-05-26T02:09:20.465731+00:00,1,0,0.0
2026-07-15T02:53:25.512429+00:00,1,0,0.0
2026-04-27T07:59:09.27379+00:00,1,0,0.0
2026-05-08T02:03:42.762859+00:00,1,0,0.0
2026-04-26T06:33:14.255653+00:00,1,0,0.0
2026-06-01T02:39:31.057261+00:00,1,0,0.0
2026-05-17T02:01:53.116989+00:00,1,0,0.0
2026-07-29T03:14:57.798408+00:00,1,0,0.0
2026-08-12T02:25:44.884311+00:00,1,0,0.0
2026-06-10T02:15:33.783986+00:00,1,0,0.0
2026-08-06T03:13:31.118192+00:00,1,0,0.0
2026-05-24T02:10:28.925999+00:00,1,0,0.0
2026-06-26T04:14:21.481727+00:00,1,0,0.0
2026-07-03T03:48:49.858177+00:00,1,0,0.0
2026-06-11T02:37:39.479046+00:00,1,0,0.0
2026-08-18T01:36:24.600999+00:00,1,0,0.0
2026-07-07T03:57:48.231509+00:00,1,0,0.0
2026-04-27T07:58:57.338247+00:00,1,0,0.0
2026-06-08T02:39:01.567426+00:00,1,0,0.0
2026-08-12T02:25:02.828573+00:00,1,0,0.0
2026-06-04T02:40:44.955522+00:00,1,1,100.0
2026-05-03T01:53:37.513239+00:00,1,0,0.0
2026-08-12T02:28:10.030622+00:00,1,0,0.0
2026-04-25T06:07:14.077119+00:00,1,1,100.0
2026-06-03T02:45:50.05213+00:00,1,0,0.0
2026-07-03T03:49:47.890594+00:00,1,0,0.0
2026-06-22T02:44:42.545612+00:00,1,0,0.0
2026-06-01T02:41:51.364299+00:00,1,0,0.0
2026-06-04T02:39:48.110886+00:00,1,0,0.0
2026-07-03T03:50:13.161413+00:00,1,1,100.0
2026-08-13T02:25:06.378911+00:00,1,0,0.0
2026-04-27T07:59:54.74404+00:00,1,0,0.0
2026-05-08T02:03:52.011281+00:00,1,0,0.0
2026-08-13T02:27:16.710771+00:00,1,0,0.0
2026-04-24T06:31:15.729421+00:00,1,0,0.0
2026-05-07T01:56:32.367263+00:00,1,0,0.0
2026-05-19T02:14:02.224448+00:00,1,1,100.0
2026-07-01T04:24:40.743002+00:00,1,0,0.0
2026-08-07T02:55:58.09592+00:00,1,0,0.0
2026-04-22T03:25:33.395213+00:00,1,0,0.0
2026-06-10T02:16:16.629133+00:00,1,0,0.0
2026-07-23T03:24:49.317134+00:00,1,0,0.0
2026-05-08T02:03:11.996464+00:00,1,0,0.0
2026-07-13T03:32:38.830583+00:00,1,0,0.0
2026-06-25T04:07:01.273634+00:00,1,0,0.0
2026-07-09T03:51:06.596309+00:00,1,0,0.0
2026-08-12T02:28:25.505594+00:00,1,0,0.0
2026-07-16T03:14:20.60168+00:00,1,0,0.0
2026-05-04T01:53:01.669175+00:00,1,0,0.0
2026-06-14T02:37:23.849173+00:00,1,0,0.0
2026-04-30T01:58:58.710567+00:00,1,0,0.0
2026-08-07T02:55:20.657099+00:00,1,0,0.0
2026-06-13T02:14:30.650395+00:00,1,1,100.0
2026-05-15T02:07:47.268501+00:00,1,0,0.0
2026-07-30T02:47:40.210924+00:00,1,0,0.0
2026-08-12T02:29:00.267818+00:00,1,0,0.0
2026-07-27T03:39:27.422932+00:00,1,0,0.0
2026-07-02T04:04:18.062668+00:00,1,0,0.0
2026-06-21T02:41:58.000629+00:00,1,0,0.0
2026-07-06T04:05:41.214736+00:00,1,0,0.0
2026-04-25T06:07:07.340773+00:00,1,0,0.0
2026-05-28T02:01:23.229626+00:00,1,1,100.0
2026-05-11T02:04:52.577354+00:00,1,0,0.0
2026-07-24T03:20:24.937715+00:00,1,0,0.0
2026-06-07T02:35:16.343278+00:00,1,0,0.0
2026-07-20T03:41:17.626735+00:00,1,0,0.0
2026-07-08T03:22:55.314313+00:00,1,0,0.0
2026-04-29T02:00:10.715612+00:00,1,0,0.0
2026-08-01T03:29:33.216195+00:00,1,0,0.0
2026-05-16T02:00:36.54075+00:00,1,1,100.0
2026-05-16T01:59:33.410773+00:00,1,0,0.0
2026-04-30T01:59:21.855586+00:00,1,0,0.0
2026-08-14T02:23:45.840249+00:00,1,0,0.0
2026-05-27T02:17:25.943231+00:00,1,0,0.0
2026-06-03T02:45:38.32838+00:00,1,0,0.0
2026-07-20T03:40:07.463122+00:00,1,0,0.0
2026-08-12T02:24:23.518031+00:00,1,0,0.0
2026-06-12T02:33:52.637814+00:00,1,0,0.0
2026-07-18T02:54:18.61949+00:00,1,0,0.0
2026-05-08T02:01:59.315886+00:00,1,0,0.0
2026-05-20T02:12:24.283026+00:00,1,0,0.0
2026-04-29T01:59:42.60209+00:00,1,0,0.0
2026-07-19T03:27:01.705532+00:00,1,0,0.0
2026-05-14T02:08:58.340536+00:00,1,0,0.0
2026-07-15T02:52:54.361117+00:00,1,0,0.0
2026-06-19T02:54:15.630377+00:00,1,0,0.0
2026-06-02T02:37:43.156704+00:00,1,0,0.0
2026-06-13T02:14:13.891524+00:00,1,0,0.0
2026-08-12T02:25:08.893958+00:00,1,0,0.0
2026-07-31T03:30:20.103901+00:00,1,0,0.0
2026-06-28T04:22:46.829196+00:00,1,0,0.0
2026-07-26T03:32:25.888625+00:00,1,0,0.0
2026-07-04T03:42:27.476101+00:00,1,0,0.0
2026-06-26T04:13:18.334247+00:00,1,0,0.0
2026-05-18T02:12:35.193348+00:00,1,0,0.0
2026-05-04T01:52:12.385409+00:00,1,0,0.0
2026-06-19T02:54:19.116396+00:00,1,1,100.0
2026-06-30T04:07:29.59463+00:00,1,0,0.0
2026-04-24T06:32:21.54881+00:00,1,0,0.0
2026-05-03T01:51:36.90638+00:00,1,0,0.0
2026-04-25T06:06:14.505334+00:00,1,0,0.0
2026-07-25T03:17:34.979676+00:00,1,0,0.0
2026-06-22T03:26:44.798302+00:00,1,0,0.0
2026-08-07T02:58:33.152833+00:00,1,0,0.0
2026-07-07T03:57:36.052463+00:00,1,0,0.0
2026-07-08T03:23:04.86633+00:00,1,0,0.0
2026-08-07T02:57:31.625293+00:00,1,0,0.0
2026-05-16T02:00:59.731867+00:00,1,0,0.0
2026-04-23T06:28:42.893248+00:00,1,0,0.0
2026-06-21T02:41:48.66656+00:00,1,0,0.0
2026-07-20T03:41:38.226712+00:00,1,0,0.0
2026-05-30T02:04:06.993416+00:00,1,0,0.0
2026-08-11T02:06:28.075479+00:00,1,0,0.0
2026-04-24T06:31:38.811588+00:00,1,0,0.0
2026-05-31T02:30:00.71916+00:00,1,0,0.0
2026-05-07T01:56:52.462028+00:00,1,0,0.0
2026-06-20T02:15:58.054597+00:00,1,0,0.0
2026-06-06T02:06:56.414785+00:00,1,0,0.0
2026-06-25T04:06:54.959348+00:00,1,0,0.0
2026-07-12T03:29:40.801846+00:00,1,0,0.0
2026-05-01T02:01:03.916737+00:00,1,0,0.0
2026-07-30T02:48:16.169889+00:00,1,0,0.0
2026-07-24T03:18:41.027327+00:00,1,0,0.0
2026-05-25T02:32:08.899895+00:00,1,0,0.0
2026-05-09T01:55:42.155426+00:00,1,0,0.0
2026-05-27T02:16:48.831331+00:00,1,0,0.0
2026-04-24T06:30:17.667431+00:00,1,0,0.0
2026-05-03T01:52:43.620372+00:00,1,0,0.0
2026-04-22T06:26:58.224325+00:00,1,0,0.0
2026-05-19T02:13:51.403054+00:00,1,0,0.0
2026-05-07T01:57:25.618204+00:00,1,0,0.0
2026-06-14T02:37:46.211441+00:00,1,0,0.0
2026-05-18T02:13:48.158738+00:00,1,0,0.0
2026-05-22T02:15:12.347574+00:00,1,1,100.0
2026-04-30T01:59:33.998915+00:00,1,0,0.0
2026-05-30T02:03:12.805188+00:00,1,0,0.0
2026-08-13T02:28:49.216473+00:00,1,0,0.0
2026-06-05T02:15:45.958569+00:00,1,0,0.0
2026-08-12T02:24:14.507662+00:00,1,0,0.0
2026-04-23T06:31:39.495382+00:00,1,0,0.0
2026-05-19T02:12:41.31867+00:00,1,0,0.0
2026-07-07T03:57:00.981672+00:00,1,0,0.0
2026-07-01T04:24:59.928821+00:00,1,0,0.0
2026-04-26T06:33:11.342424+00:00,1,0,0.0
2026-04-22T06:24:18.468057+00:00,1,0,0.0
2026-08-13T02:28:58.027737+00:00,1,0,0.0
2026-08-11T02:05:54.205261+00:00,1,0,0.0
2026-05-04T01:54:02.541346+00:00,1,0,0.0
2026-06-24T04:06:14.749498+00:00,1,0,0.0
2026-04-27T07:58:35.716611+00:00,1,0,0.0
2026-04-24T06:30:01.590813+00:00,1,0,0.0
2026-05-09T01:55:35.656109+00:00,1,0,0.0
2026-07-20T03:41:41.885165+00:00,1,0,0.0
2026-07-24T03:20:11.867182+00:00,1,0,0.0
2026-05-04T01:54:32.412106+00:00,1,0,0.0
2026-07-09T03:52:23.45286+00:00,1,0,0.0
2026-06-22T03:23:10.693257+00:00,1,0,0.0
2026-05-17T02:02:03.026612+00:00,1,0,0.0
