id,career,pattern,old_code,old_occupation,new_code,new_occupation,reason
3bab044b-82b0-44c3-8528-f01f7596702c,State Representative Aide,executive-catch-all,11-1011.00,Chief Executives,11-1031.00,Legislators,elected legislative role
3e935770-d4a1-44f6-b75e-15128efdd551,Government Affairs Director,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-2032.00,Public Relations Managers,government affairs is public relations/advocacy management
3eb1b7e5-f90a-4b3c-98ea-868be16c7f39,Regulatory Affairs Manager,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
3f07096f-6ed9-4e17-bad7-8750a6028296,Biotech Venture Advisor,executive-catch-all,11-1011.00,Chief Executives,13-1111.00,Management Analysts,management consulting/analysis
3f8ba2e0-a386-4cde-988f-2ea997d7bb68,Side Hustle Portfolio Manager,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
400bc728-5c94-42f7-9c80-fed069583bd2,Subscription Meal Service Operator,executive-catch-all,11-1011.00,Chief Executives,13-1199.05,Sustainability Specialists,sustainability specialist rather than chief sustainability officer
41dbda47-282b-4e31-8465-61a1a6217642,Compost Facility Manager,executive-catch-all,11-1011.00,Chief Executives,13-1199.05,Sustainability Specialists,sustainability specialist rather than chief sustainability officer
453d41ab-bca3-4bd7-8778-c2372eb67a6e,Membership Community Creator,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
45474090-160c-48a4-baa1-3799cef4bf48,Staffing Marketplace Founder,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1011.00,Chief Executives,"founder/owner, but not a sustainability executive"
4a9783bd-05d5-4d65-8f13-5a9019e55422,Nonprofit Board Member,executive-catch-all,11-1011.00,Chief Executives,11-9151.00,Social and Community Service Managers,nonprofit/board/community management
4d12c2db-162d-4957-b90d-16c480886708,Legislative Aide,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
4d7ea0c2-a035-436a-9335-9ca3e1855951,Cruise Ship Director,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
4de3c291-23af-451e-b26e-33e0e85bd53b,Nonprofit Board Development Manager,executive-catch-all,11-1011.00,Chief Executives,11-9151.00,Social and Community Service Managers,nonprofit/board/community management
4e725b62-cd00-4609-942f-cc2d60cdc94c,Community Foundation Director,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-9151.00,Social and Community Service Managers,nonprofit/board/community management
50751ffd-7346-4e32-9197-32799673ea47,Chief Sustainability Officer,executive-catch-all,11-1011.03,Chief Sustainability Officers,13-1199.05,Sustainability Specialists,sustainability specialist rather than chief sustainability officer
5135bd22-64a5-4b71-87d8-1cb1da10dd3d,Business Incubator Associate,executive-catch-all,11-1011.00,Chief Executives,13-1111.00,Management Analysts,management consulting/analysis
55ab5918-7d08-4b85-98a5-3d07c25f75ea,City Council Member,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1031.00,Legislators,elected legislative role
571c284e-f931-4f82-8eaf-3192e13fbad5,Angel Investor Network Manager,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-3031.00,Financial Managers,financial management/investment
575b2cd2-f1ec-4a97-9806-f3347b18bd47,Gig Economy Platform Manager,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
5784f212-adbf-492d-a209-ace55b4b70b9,Theater House Manager,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
5b6e3b5e-3f1d-4295-b387-8cfb7ff9b48d,Local Food Cooperative Manager,executive-catch-all,11-1011.00,Chief Executives,13-1199.05,Sustainability Specialists,sustainability specialist rather than chief sustainability officer
5dc85d85-dee8-4af3-b71e-0bf4faec337b,Venture Scout,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-3031.00,Financial Managers,financial management/investment
5e57239a-d8b6-42c0-a094-aba5b3160bdc,Congressional Aide,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
617715aa-ddb5-4815-b5ad-04f8d6fcbbed,Venture Studio Operator,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-3031.00,Financial Managers,financial management/investment
621c9c53-6cca-4b06-99a7-8096898ce30d,County Commissioner,executive-catch-all,11-1011.00,Chief Executives,11-1031.00,Legislators,elected legislative role
6373bc66-8451-4f62-b1a1-561ac04c905a,Community Platform Founder,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1011.00,Chief Executives,"founder/owner, but not a sustainability executive"
640b5f96-2a67-48c0-9972-cc036e993ed4,International NGO Program Manager,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
654e8082-a029-430b-9ef6-f4fed88e8c32,Professional Athlete Agent,executive-catch-all,11-1011.03,Chief Sustainability Officers,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",agent/business manager for performers or athletes
663d2004-3b39-4eb0-941e-1eb641858596,Specialty Food Producer (Direct-to-Consumer),executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
67958779-91d6-4c60-99a9-379ad4f48ff1,Business Incubator Manager,executive-catch-all,11-1011.03,Chief Sustainability Officers,13-1111.00,Management Analysts,management consulting/analysis
682312c1-5d87-4da5-897d-f638bcb85214,Remote Team Builder,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-3121.00,Human Resources Managers,human resources management
694859d9-e9f4-470c-874d-6899034ded6a,Casino Floor Manager,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
698345d7-f39d-4811-a6b9-0edb43e1a375,Social Enterprise Advisor,executive-catch-all,11-1011.00,Chief Executives,13-1111.00,Management Analysts,management consulting/analysis
6a405340-e5e5-4ee3-b204-1e61371d2a6a,Local Councilmember Advisor,executive-catch-all,11-1011.00,Chief Executives,11-1031.00,Legislators,elected legislative role
6a8fe5b9-ba4d-4f61-a989-3e5077f2b4cf,Design Thinking Consultant,executive-catch-all,11-1011.03,Chief Sustainability Officers,13-1111.00,Management Analysts,management consulting/analysis
6af70cfc-bbd5-41ec-88e9-107868c4c4ce,Renewable Energy Policy Advocate,executive-catch-all,11-1011.00,Chief Executives,11-2032.00,Public Relations Managers,government affairs is public relations/advocacy management
6cbc21ee-2d60-4c0b-b4bc-5c87fa84e60e,Professional Athletes Agent,executive-catch-all,11-1011.00,Chief Executives,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",agent/business manager for performers or athletes
6cca7afd-9d8e-4667-8714-d40902a08448,Government Relations Analyst,executive-catch-all,11-1011.00,Chief Executives,11-2032.00,Public Relations Managers,government affairs is public relations/advocacy management
6f7e45d8-c413-498e-959e-8d4c4fd6dc29,International Development Officer,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
6fb9fbd4-d282-4845-a32e-ac8c0b7232f5,Casino Gaming Manager,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
7022059e-3a94-4057-966b-e5a8652ba3f6,Legislative Advocate,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
705f9cdd-5529-4d75-bc19-8a9f04460898,Faith-Based Nonprofit Director,executive-catch-all,11-1011.00,Chief Executives,11-9151.00,Social and Community Service Managers,nonprofit/board/community management
723251cc-c99b-40ad-b55b-8388ca949cef,Niche Subscription Service Founder,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1011.00,Chief Executives,"founder/owner, but not a sustainability executive"
74c6209e-f37d-4824-970d-f5641c687976,Specialty Food Producer,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
7515fac5-2780-426e-b8fe-76d907d89a38,Wine and Beverage Director,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
75a8bb65-20de-411f-b872-7fe48abf8870,Casino Manager,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
7a503905-266f-4da0-b9d4-203f2f5a784f,Startup Operations Manager,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
7a854166-0d23-4a50-9e53-0bbe01ff79d0,Digital Product Strategist (Freelance),executive-catch-all,11-1011.00,Chief Executives,13-1111.00,Management Analysts,management consulting/analysis
7b7791fb-f2ce-459a-a9bd-3bc4cd4432a0,Education Policy Advocate,executive-catch-all,11-1011.00,Chief Executives,11-2032.00,Public Relations Managers,government affairs is public relations/advocacy management
7df1ed22-7908-4d7c-bf48-7b0a1481b9b3,Community Marketplace Developer,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
7e65afb4-89c6-4998-ac88-40f2ba41a327,Local Government Lobbyist,executive-catch-all,11-1011.00,Chief Executives,11-2032.00,Public Relations Managers,government affairs is public relations/advocacy management
7e6b1bf5-e3a3-4d30-a817-082ce24ba8f0,Subscription Box Entrepreneur,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1011.00,Chief Executives,"founder/owner, but not a sustainability executive"
7ea0966f-0543-433c-b662-a59a134e17ea,Tech Incubator Director,executive-catch-all,11-1011.00,Chief Executives,13-1111.00,Management Analysts,management consulting/analysis
82d90c12-a04d-43b0-9f5a-26e425214eaa,Street Performer Manager,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
83f12676-a4b4-45ad-a459-0abbb6d593fa,Municipal Government Manager,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
84121a8b-0b0b-4876-8d10-a480b042b8a7,Executive Director (Education Nonprofit),executive-catch-all,11-1011.00,Chief Executives,11-9151.00,Social and Community Service Managers,nonprofit/board/community management
850f4335-8c5a-4a93-a42a-c805be39fb68,Sports Franchise Operations Manager,executive-catch-all,11-1011.00,Chief Executives,13-1111.00,Management Analysts,management consulting/analysis
88056f02-c033-40b3-94d0-a0f0197cc4ac,Franchise Model Designer,executive-catch-all,11-1011.03,Chief Sustainability Officers,13-1111.00,Management Analysts,management consulting/analysis
8852e0dd-7801-4648-9262-970c4694869f,Tribal Government Administrator,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
88adc74c-9c76-4b93-9b86-30f90ca16a09,Renaissance Faire Director,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
8949adfc-5ed8-4049-94f4-8d3600d78206,Launch Pad Director (Startup Incubator),executive-catch-all,11-1011.00,Chief Executives,13-1111.00,Management Analysts,management consulting/analysis
8a858cfc-8178-4671-96f0-9fb7286a2664,Social Media Entrepreneur,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1011.00,Chief Executives,"founder/owner, but not a sustainability executive"
8cc5d075-6670-43a7-b8ef-bd85bab624b7,Business Incubator Founder,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1011.00,Chief Executives,"founder/owner, but not a sustainability executive"
8e7288f7-0970-44a2-ae0b-b4ab24f620aa,Cybersecurity Policy Advisor,executive-catch-all,11-1011.03,Chief Sustainability Officers,15-1212.00,Information Security Analysts,information security role
8f594a32-c06c-457e-a264-bdf02e3dd0bc,Health & Wellness App Founder,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1011.00,Chief Executives,"founder/owner, but not a sustainability executive"
90326da8-0159-45ce-a8ed-6ff5751a9d7a,Community Kitchen Operator,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
951525b2-8552-43fe-9cdc-68b8fc29af9f,Nonprofit Executive Director Search Consultant,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-9151.00,Social and Community Service Managers,nonprofit/board/community management
a30b4653-6c9c-47fc-a49d-f8af5751919e,Tribal Administrator,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
a333eff6-ea1d-4764-948c-b9b28da93d6a,Nonprofit Board Development Officer,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-9151.00,Social and Community Service Managers,nonprofit/board/community management
a67abc6d-c1b7-4172-b90b-c4394675b5d3,State Representative (Staffer),executive-catch-all,11-1011.00,Chief Executives,11-1031.00,Legislators,elected legislative role
a6d66213-a005-411c-9418-fde2af5a7b65,Front Office Manager (Hotels),executive-catch-all,11-1011.03,Chief Sustainability Officers,11-9081.00,Lodging Managers,lodging management
a71e253d-5afd-472a-9474-bc85cbf788f1,Policy Advocacy Manager,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-2032.00,Public Relations Managers,government affairs is public relations/advocacy management
a8482bd9-aefc-4e9e-b461-c2b36cc896ea,Corporate ESG Manager,executive-catch-all,11-1011.00,Chief Executives,13-1199.05,Sustainability Specialists,sustainability specialist rather than chief sustainability officer
a87d3913-a934-46b3-9a10-e06494900a06,Franchise Reseller Network Creator,executive-catch-all,11-1011.03,Chief Sustainability Officers,13-1111.00,Management Analysts,management consulting/analysis
aa2416f9-12d9-445d-a3ce-ff87a7e3fac1,Sustainable Fashion Incubator Manager,executive-catch-all,11-1011.00,Chief Executives,13-1199.05,Sustainability Specialists,sustainability specialist rather than chief sustainability officer
ab488458-0ed7-4d79-a616-ff9bcd6b8b18,Tech Incubator Manager,executive-catch-all,11-1011.03,Chief Sustainability Officers,13-1111.00,Management Analysts,management consulting/analysis
acb569ce-4549-45bf-95c0-00d18b7c1b9c,Acquisition Integration Manager,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
acd921ef-5e33-4b7f-83c7-a0291d836946,Sustainability Officer (Corporate),executive-catch-all,11-1011.00,Chief Executives,13-1199.05,Sustainability Specialists,sustainability specialist rather than chief sustainability officer
ad87f6a3-e51f-4d48-b751-c335fff9f8e6,Social Entrepreneurship Consultant,executive-catch-all,11-1011.03,Chief Sustainability Officers,13-1199.05,Sustainability Specialists,sustainability specialist rather than chief sustainability officer
adce3bfc-adb9-406e-9456-bc3ae7f9ce0b,Venue Manager (Concert Halls),executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
add276a1-3c6d-4e4a-bfac-950f885aff20,Licensing and Royalties Entrepreneur,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1011.00,Chief Executives,"founder/owner, but not a sustainability executive"
b0b9b61a-d86b-4889-8b2b-e64c4f286c86,Performing Arts Venue Director,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
b51d6a67-4962-4723-876e-c28f564afee3,Side Hustle Monetization Consultant,executive-catch-all,11-1011.00,Chief Executives,13-1111.00,Management Analysts,management consulting/analysis
b6f60fa6-28ce-4031-9ff0-506d8c5ae668,Sustainability Startup Advisor,executive-catch-all,11-1011.00,Chief Executives,13-1199.05,Sustainability Specialists,sustainability specialist rather than chief sustainability officer
b77aba67-f44a-4317-9cae-7b347c694643,United Nations Advisor,executive-catch-all,11-1011.00,Chief Executives,13-1111.00,Management Analysts,management consulting/analysis
ba59b45f-a3d8-40ee-8e4e-64dce5ec6a11,Creator Economy Platform Manager,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
ba651d26-d91f-4a21-937e-f77e62ae720c,Program Officer (Foundations),executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
bbe1e016-3de8-4221-acd1-9aa3ee3892cc,Esports Team Manager,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
bcc039a8-df07-409c-a55b-52de38258b7c,Advocacy Policy Director,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
bfe5896d-2724-4a90-adbb-1d6fe444b386,Etsy Store Scale-Up Specialist,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-2021.00,Marketing Managers,marketing management
c14de034-467e-48dc-b99c-300f617b1292,Online Education Platform Founder,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1011.00,Chief Executives,"founder/owner, but not a sustainability executive"
c4161d75-6df9-4b15-b45a-4e6427851542,Nonprofit Operations Manager,executive-catch-all,11-1011.00,Chief Executives,11-9151.00,Social and Community Service Managers,nonprofit/board/community management
c9cb1265-3b29-4cdf-839f-66f8b203d232,Policy Advocate (Nonprofit),executive-catch-all,11-1011.00,Chief Executives,11-2032.00,Public Relations Managers,government affairs is public relations/advocacy management
cb1cb345-3a2f-4357-9835-252b196419a8,Veterans Advocacy Director,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
d2792429-2c4d-4239-b447-c941beec643d,Board Liaison,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-9151.00,Social and Community Service Managers,nonprofit/board/community management
d3fdfb33-2a24-44cf-9729-f02cb960c871,Dropshipping Store Operator,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
d72750e6-076a-4682-ba45-a17e1ff0d023,Compliance and Ethics Officer,executive-catch-all,11-1011.00,Chief Executives,13-1041.00,Compliance Officers,compliance role
d8f4f72b-870d-44a4-8c25-853942db1f2a,Co-working Space Developer,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
d96c08a2-8a91-433d-834d-a149bd0376de,Franchisee Operations Consultant,executive-catch-all,11-1011.00,Chief Executives,13-1111.00,Management Analysts,management consulting/analysis
d99c8f5e-8dd4-4633-88fb-46921f91038d,Startup Community Manager,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-9151.00,Social and Community Service Managers,community service management
d9bf3892-c511-4724-84e8-1efea599f535,Micro-Credentials Platform Founder,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1011.00,Chief Executives,"founder/owner, but not a sustainability executive"
db0928e7-b10f-4050-964a-6ee35a50abe1,Government Relations Officer,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-2032.00,Public Relations Managers,government affairs is public relations/advocacy management
dcbea90b-03dd-45f1-b293-49e61f280bc5,State Senator,executive-catch-all,11-1011.00,Chief Executives,11-1031.00,Legislators,elected legislative role
e0795c5d-d390-4161-b26f-e427e8dacfb2,Club Manager (Nightlife/Social),executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
e1ed391e-65d3-4cda-8f43-15012b0d30e9,Agency Growth Strategist,executive-catch-all,11-1011.00,Chief Executives,11-2021.00,Marketing Managers,marketing management
e3936ab6-00e9-4c38-ac96-a3a4a0109d51,Data Privacy Officer (GDPR Compliance),executive-catch-all,11-1011.03,Chief Sustainability Officers,13-1041.00,Compliance Officers,compliance role
e3c49bea-4c36-4b0e-ad3e-46fd4183b301,Esports Manager,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
e505baa9-22e6-4744-a82c-675b9febf708,Casino Operations Manager,executive-catch-all,11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
e6814a76-9bdb-4cc5-ac1b-14af940f80ea,Niche Marketplace Creator,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
e688ed14-282d-4e52-8185-1ebee0fd10cd,Nonprofit Strategic Planner,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-9151.00,Social and Community Service Managers,nonprofit/board/community management
e9bb9b85-87cd-4706-b46a-7a9281a2353e,Nonprofit Board Liaison,executive-catch-all,11-1011.00,Chief Executives,11-9151.00,Social and Community Service Managers,nonprofit/board/community management
eaa21c2e-8c45-447d-a9c9-bc60cddd2c0d,Specialty Food Importer,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1021.00,General and Operations Managers,no sustainability signal; generic management is at least truthful
f4f80ea7-1cbd-420e-bf66-b44c2745fccc,Tech Startup Accelerator Director,executive-catch-all,11-1011.00,Chief Executives,13-1111.00,Management Analysts,management consulting/analysis
fae5cea3-2970-4c86-9429-f680d144b6d3,Marketplace Platform Creator,executive-catch-all,11-1011.03,Chief Sustainability Officers,11-1021.00,General and Operations Managers,general/operations management rather than chief executive
0214a679-0822-44bc-b511-1ea770f43438,Tutor (Private),tutor,25-3099.00,"Teachers and Instructors, All Other",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
02549d8a-8676-485d-9451-2279ed3e87f9,Mathematics Tutor (Secondary),tutor,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
