id,title,primary_industry,source_url,note,candidate_soc,candidate_onet_title,candidate_tier,candidate_coverage,created_at
08cb6860-2041-4cb3-83b9-527110f4214e,Podcast Host,Entrepreneurship,https://www.bls.gov/ooh/media-and-communication/broadcasters-and-sound-engineering-technicians.htm,"bls.gov OOH slug ""broadcasters-and-sound-engineering-technicians"" matches no O*NET occupation title",35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",strong,0.50,2026-04-22T02:52:34.05043+00:00
0907cfeb-6fe6-47cd-9c24-f8f4ee61d9cc,Angel Investor Network Organizer,Entrepreneurship,https://www.onetonline.org/link/summary/11-3011.00,"cited SOC 11-3011.00 is not in the O*NET taxonomy, and neither is its base",15-1231.00,Computer Network Support Specialists,weak,0.25,2026-05-28T02:01:33.02516+00:00
093d0ab1-2c1e-4154-8f2f-84d1c657b599,Clinical Laboratory Technologist,Science & Research,https://www.bls.gov/ooh/healthcare-occupations/clinical-laboratory-technologists-and-technicians.htm,"bls.gov OOH slug ""clinical-laboratory-technologists-and-technicians"" matches no O*NET occupation title",29-2011.00,Medical and Clinical Laboratory Technologists,full,1.00,2026-07-10T03:52:12.604901+00:00
0a48cc12-e4f1-4ae4-b685-1f42a91b7e00,Research Quality Auditor,Science & Research,https://www.onetonline.org/link/summary/19-4011.02,"cited SOC 19-4011.02 is not in the O*NET taxonomy, and neither is its base",11-3051.01,Quality Control Systems Managers,weak,0.33,2026-07-20T03:41:45.070825+00:00
0a514c7a-488b-4b97-8287-bcfcb47edc5c,Quality Assurance Specialist (Research),Science & Research,https://www.onetonline.org/link/summary/19-4011.00,"cited SOC 19-4011.00 is not in the O*NET taxonomy, and neither is its base",15-1253.00,Software Quality Assurance Analysts and Testers,strong,0.67,2026-04-22T02:52:29.856816+00:00
0ae330f0-4999-41ee-aef7-5451adb82e02,Local Delivery Logistics Startup Founder,Entrepreneurship,https://www.bls.gov/ooh/management/general-managers-and-top-executives.htm,"bls.gov OOH slug ""general-managers-and-top-executives"" matches no O*NET occupation title",13-1081.01,Logistics Engineers,weak,0.20,2026-06-12T02:34:11.555263+00:00
0b60bf1a-d66d-4f4d-a96b-2df254b698f5,Corrective Exercise Specialist,Sports & Fitness,https://www.onetonline.org/link/summary/29-9011.00,"cited SOC 29-9011.00 is not in the O*NET taxonomy, and neither is its base",11-9121.02,Water Resource Specialists,weak,0.33,2026-08-05T02:57:43.837604+00:00
0b6fcfdb-169e-462d-b227-434fb3591853,K-12 Science Teacher,Education & Coaching,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"bls.gov OOH slug ""high-school-teachers"" matches no O*NET occupation title",25-1021.00,"Computer Science Teachers, Postsecondary",full,1.00,2026-04-22T02:52:31.660242+00:00
0b874ce1-25f8-4746-8718-ea5cee0e39cc,Green Building Consultant,Architecture & Urban Planning,https://www.onetonline.org/link/summary/19-4011.02,"cited SOC 19-4011.02 is not in the O*NET taxonomy, and neither is its base",37-2019.00,"Building Cleaning Workers, All Other",weak,0.33,2026-04-22T02:52:31.20659+00:00
0b94ffc1-4b27-47c4-a66e-fdf1e616d464,Municipal Compliance Officer,Law & Government,https://www.bls.gov/ooh/protective-service/building-fire-and-code-inspectors.htm,"bls.gov OOH slug ""building-fire-and-code-inspectors"" matches no O*NET occupation title",13-1041.00,Compliance Officers,strong,0.67,2026-06-15T02:44:31.174805+00:00
0ba231ee-0d93-443b-987f-2c16b2589ccc,Agricultural Scientist,Science & Research,https://www.bls.gov/ooh/life-physical-social-science/agricultural-scientists.htm,"bls.gov OOH slug ""agricultural-scientists"" matches no O*NET occupation title",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",strong,0.50,2026-04-22T02:52:34.465719+00:00
0c3d356f-a33b-4bb1-ad4f-c132c3286f36,Research Chemist,Science & Research,https://www.bls.gov/ooh/life-physical-social-science/chemists-and-materials-scientists.htm,"bls.gov OOH slug ""chemists-and-materials-scientists"" matches no O*NET occupation title",11-9121.01,Clinical Research Coordinators,strong,0.50,2026-07-22T03:19:00.43202+00:00
0d0d6b7b-e242-407e-9205-662d6209e0c6,Citizen Science Coordinator,Science & Research,https://www.onetonline.org/link/summary/25-9041.00,"cited SOC 25-9041.00 is not in the O*NET taxonomy, and neither is its base",11-9121.00,Natural Sciences Managers,weak,0.33,2026-08-07T02:57:22.691137+00:00
0d1fe05b-3845-4197-917f-da94cc7841ed,Video Editor (Freelance),Media & Journalism,https://www.onetonline.org/link/summary/27-4008.00,"cited SOC 27-4008.00 is not in the O*NET taxonomy, and neither is its base",27-4032.00,Film and Video Editors,full,1.00,2026-07-08T03:24:03.339353+00:00
0d28065c-08a6-418d-b0a8-a5189b472cbe,Environmental Chemist,Science & Research,https://www.bls.gov/ooh/life-physical-social-science/chemists-and-materials-scientists.htm,"bls.gov OOH slug ""chemists-and-materials-scientists"" matches no O*NET occupation title",13-1041.01,Environmental Compliance Inspectors,strong,0.50,2026-04-22T03:24:36.254707+00:00
0d66f43b-3a92-4980-ab00-1c6d437f15e0,Coffee Shop Owner,Entrepreneurship,https://www.bls.gov/ooh/management/general-managers-and-top-executives.htm,"bls.gov OOH slug ""general-managers-and-top-executives"" matches no O*NET occupation title",35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",strong,0.67,2026-07-21T03:20:10.133725+00:00
0d7dc7de-4aff-4742-a1bd-4dfb16441021,AI Trainer (Machine Learning),Tech & Engineering,https://www.onetonline.org/link/summary/15-1257.00,"cited SOC 15-1257.00 is not in the O*NET taxonomy, and neither is its base",29-9091.00,Athletic Trainers,full,1.00,2026-06-01T02:42:04.213949+00:00
0e42bfb9-1eca-430a-8175-027735879d42,Hairstyle Educator,Fashion & Beauty,https://www.onetonline.org/link/summary/25-1191.00,"cited SOC 25-1191.00 is not in the O*NET taxonomy, and neither is its base",25-9021.00,Farm and Home Management Educators,strong,0.50,2026-06-23T04:04:31.515527+00:00
0f040003-9821-4da6-9483-f8dc9382e48c,Organ Transplant Coordinator,Healthcare & Medicine,https://www.onetonline.org/link/summary/31-2031.00,"cited SOC 31-2031.00 is not in the O*NET taxonomy, and neither is its base",11-9121.01,Clinical Research Coordinators,weak,0.33,2026-04-28T07:58:02.446543+00:00
0f4714e5-e12a-4b6a-8b99-3cf6a916e796,Physicist (Research),Science & Research,https://www.bls.gov/ooh/life-physical-social-science/physicists-and-astronomers.htm,"bls.gov OOH slug ""physicists-and-astronomers"" matches no O*NET occupation title",19-2012.00,Physicists,full,1.00,2026-05-06T01:53:42.243931+00:00
0fa5ce48-8833-486b-965f-e179833cca73,Corrections Journalist,Media & Journalism,https://www.bls.gov/ooh/media-and-communication/reporters-and-correspondents.htm,"bls.gov OOH slug ""reporters-and-correspondents"" matches no O*NET occupation title",27-3023.00,"News Analysts, Reporters, and Journalists",strong,0.50,2026-04-27T07:59:09.27379+00:00
0fb7850f-3664-4b8b-9201-74a3a72fbcde,Digital Product Creator,Marketing & Communications,https://www.bls.gov/ooh/business-and-financial/entrepreneurs.htm,"bls.gov OOH slug ""entrepreneurs"" matches no O*NET occupation title",11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,weak,0.33,2026-04-22T02:52:32.905098+00:00
0fbcacdc-c297-4fa6-8ff2-e514c0c30ff7,Clinical Laboratory Director,Supply Chain & Operations,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/medical-and-clinical-laboratory-technologists-and-technicians.htm,"bls.gov OOH slug ""medical-and-clinical-laboratory-technologists-and-technicians"" matches no O*NET occupation title",29-2011.00,Medical and Clinical Laboratory Technologists,strong,0.67,2026-04-22T02:52:30.655222+00:00
0fbfabac-01d0-4352-ad21-52815d8b133c,Stringer Correspondent,Media & Journalism,https://www.bls.gov/ooh/media-and-communication/reporters-and-correspondents.htm,"bls.gov OOH slug ""reporters-and-correspondents"" matches no O*NET occupation title",,,none,,2026-04-22T02:52:30.47108+00:00
0fe6f527-bd75-41e6-93d9-c61d5d23a943,Sustainable Textiles Specialist,Environment & Sustainability,https://www.onetonline.org/link/summary/19-4091.00,"cited SOC 19-4091.00 is not in the O*NET taxonomy, and neither is its base",11-9121.02,Water Resource Specialists,weak,0.33,2026-04-22T02:52:33.087307+00:00
100b14dc-4661-4434-8525-b3c0695c591d,Wellness App Developer (Founder),Entrepreneurship,https://www.bls.gov/ooh/business-and-financial-operations/entrepreneurs-and-self-employed-workers.htm,"bls.gov OOH slug ""entrepreneurs-and-self-employed-workers"" matches no O*NET occupation title",11-9179.01,Fitness and Wellness Coordinators,strong,0.50,2026-05-24T02:10:28.925999+00:00
100e52b4-df60-48d7-bc8d-445df9f6b7df,Local Delivery Service Operator,Entrepreneurship,https://www.bls.gov/ooh/transportation-and-material-moving/delivery-and-stockroom-associates.htm,"bls.gov OOH slug ""delivery-and-stockroom-associates"" matches no O*NET occupation title",43-2011.00,"Switchboard Operators, Including Answering Service",strong,0.50,2026-06-26T04:14:21.481727+00:00
101045ad-fc28-4ff9-a0a1-20a86bbf8a62,Technical Writing Instructor,Education & Coaching,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"bls.gov OOH slug ""high-school-teachers"" matches no O*NET occupation title",25-1072.00,"Nursing Instructors and Teachers, Postsecondary",weak,0.33,2026-06-11T02:37:39.479046+00:00
105dbe46-642f-4a55-9a6f-b142e811587f,Community Theater Fundraiser,Arts & Performance,https://www.onetonline.org/link/summary/11-2031.00,"cited SOC 11-2031.00 is not in the O*NET taxonomy, and neither is its base",11-9141.00,"Property, Real Estate, and Community Association Managers",weak,0.33,2026-07-03T03:49:47.890594+00:00
10884b89-8bdf-493c-aa27-f244e3ebcccf,Local Food Distribution Founder,Entrepreneurship,https://www.bls.gov/ooh/management/general-managers-and-top-executives.htm,"bls.gov OOH slug ""general-managers-and-top-executives"" matches no O*NET occupation title",11-3071.00,"Transportation, Storage, and Distribution Managers",weak,0.25,2026-07-03T03:50:13.161413+00:00
10a8241a-c4f1-423c-a499-c416b46d3df5,Guest Experience Manager (Luxury Hotels),Hospitality & Events,https://www.bls.gov/ooh/management/hotel-motel-managers.htm,"bls.gov OOH slug ""hotel-motel-managers"" matches no O*NET occupation title",11-1021.00,General and Operations Managers,weak,0.33,2026-04-24T06:31:15.729421+00:00
10c3b0db-be2a-4e99-99f5-a8a2f122af6c,Vintage Apparel Authenticator,Fashion & Beauty,https://www.onetonline.org/link/summary/27-4023.00,"cited SOC 27-4023.00 is not in the O*NET taxonomy, and neither is its base",51-6092.00,Fabric and Apparel Patternmakers,weak,0.33,2026-04-22T02:52:32.271017+00:00
10fa0bd8-8fc9-4995-a94f-417623b6b592,Government Relations Specialist,Social Impact & Nonprofit,https://www.onetonline.org/link/summary/11-3011.00,"cited SOC 11-3011.00 is not in the O*NET taxonomy, and neither is its base",13-1075.00,Labor Relations Specialists,strong,0.67,2026-04-22T02:52:34.616352+00:00
10fc9ed0-3b28-45d7-b0cc-2007f05d800a,Cardiologist,Science & Research,https://www.bls.gov/ooh/healthcare-and-social-assistance/physicians-and-surgeons.htm,"bls.gov OOH slug ""physicians-and-surgeons"" matches no O*NET occupation title",29-1212.00,Cardiologists,full,1.00,2026-04-22T02:52:31.392704+00:00
1108976a-a50a-427c-a3ba-f683b03ffd46,EdTech Curriculum Designer,Education & Coaching,https://www.onetonline.org/link/summary/27-3097.00,"cited SOC 27-3097.00 is not in the O*NET taxonomy, and neither is its base",15-1255.00,Web and Digital Interface Designers,weak,0.33,2026-07-23T03:24:49.317134+00:00
115764f3-7ee7-4925-aa91-3998cadbc5de,Debate Coach,Sports & Fitness,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"bls.gov OOH slug ""high-school-teachers"" matches no O*NET occupation title",,,none,,2026-04-22T02:52:32.271017+00:00
1174f284-9985-48de-9df1-8b74879ffc92,Sports Analyst,Sports & Fitness,https://www.onetonline.org/link/summary/27-3022.00,"cited SOC 27-3022.00 is not in the O*NET taxonomy, and neither is its base",13-1081.02,Logistics Analysts,strong,0.50,2026-05-15T02:07:47.268501+00:00
117f23e8-d28d-45dd-a588-ef9a0407f2de,Herbalist,Healthcare & Medicine,https://www.onetonline.org/link/summary/29-9011.01,"cited SOC 29-9011.01 is not in the O*NET taxonomy, and neither is its base",,,none,,2026-07-27T03:39:27.422932+00:00
11d6bf59-aabf-4ba4-9ed4-6260a55bf988,Acting Coach (Drama),Education & Coaching,https://www.onetonline.org/link/summary/25-9041.00,"cited SOC 25-9041.00 is not in the O*NET taxonomy, and neither is its base",,,none,,2026-07-24T03:20:24.937715+00:00
1239ef70-78de-4645-881f-06b03f04c3f6,Video Editor (Media),Media & Journalism,https://www.onetonline.org/link/summary/27-4008.00,"cited SOC 27-4008.00 is not in the O*NET taxonomy, and neither is its base",27-4032.00,Film and Video Editors,full,1.00,2026-04-30T01:59:21.855586+00:00
1257e7af-4351-4465-8ad3-caea767aaa72,Radio Host,Gaming & Esports,https://www.bls.gov/ooh/media-and-communication/radio-and-television-broadcasters.htm,"bls.gov OOH slug ""radio-and-television-broadcasters"" matches no O*NET occupation title",17-2072.01,Radio Frequency Identification Device Specialists,strong,0.50,2026-04-22T02:52:31.660242+00:00
12d8a687-8d78-49e5-b99b-88ad1f49b55d,Print-on-Demand Entrepreneur,Marketing & Communications,https://www.bls.gov/ooh/management/self-employed-workers.htm,"bls.gov OOH slug ""self-employed-workers"" matches no O*NET occupation title",51-5113.00,Print Binding and Finishing Workers,weak,0.33,2026-04-22T02:52:29.646164+00:00
12ddf53d-cb64-41c2-bffc-91d2b37fa220,Robotics Instructor,Education & Coaching,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"bls.gov OOH slug ""high-school-teachers"" matches no O*NET occupation title",17-2199.08,Robotics Engineers,strong,0.50,2026-05-08T02:01:59.315886+00:00
13195332-20ce-46d0-89df-01631c538869,English as a Second Language (ESL) Instructor,Education & Coaching,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"bls.gov OOH slug ""high-school-teachers"" matches no O*NET occupation title",25-1123.00,"English Language and Literature Teachers, Postsecondary",strong,0.50,2026-06-19T02:54:15.630377+00:00
13293349-5e2c-480f-8e44-740154b49662,Behavioral Health Technician,Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-support/psychiatric-technicians-and-aides.htm,"bls.gov OOH slug ""psychiatric-technicians-and-aides"" matches no O*NET occupation title",19-4042.00,"Environmental Science and Protection Technicians, Including Health",strong,0.67,2026-04-22T02:52:29.206458+00:00
13311060-b99e-431a-919f-65916ccf90a0,Handmade Goods Business Owner (Etsy),Entrepreneurship,https://www.bls.gov/ooh/management/self-employed-workers.htm,"bls.gov OOH slug ""self-employed-workers"" matches no O*NET occupation title",13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",weak,0.25,2026-06-13T02:14:13.891524+00:00
1346d6a5-ede7-44a8-9188-13a73e8b0fec,Gymnastics Coach,Environment & Sustainability,https://www.onetonline.org/link/summary/39-9999.01,"cited SOC 39-9999.01 is not in the O*NET taxonomy, and neither is its base",,,none,,2026-04-22T02:52:33.86077+00:00
136eccda-0e27-475f-b14f-fbffdd65ff27,Quality Assurance Analyst (Science),Science & Research,https://www.onetonline.org/link/summary/19-4011.02,"cited SOC 19-4011.02 is not in the O*NET taxonomy, and neither is its base",15-1253.00,Software Quality Assurance Analysts and Testers,full,1.00,2026-04-22T02:52:31.660242+00:00
138e08c1-f5a3-44e4-b2fd-fd7937c1f8b6,Insurance Broker,Business & Finance,https://www.bls.gov/ooh/business-and-financial-operations/insurance-brokers-and-agents.htm,"bls.gov OOH slug ""insurance-brokers-and-agents"" matches no O*NET occupation title",13-1032.00,"Insurance Appraisers, Auto Damage",strong,0.50,2026-04-22T02:52:34.05043+00:00
13a792e7-97cc-460d-bc95-2144fa9e83f0,Social Media Journalist,Media & Journalism,https://www.bls.gov/ooh/media-and-communication/reporters-and-correspondents.htm,"bls.gov OOH slug ""reporters-and-correspondents"" matches no O*NET occupation title",11-9151.00,Social and Community Service Managers,weak,0.33,2026-04-22T02:52:31.660242+00:00
13ce55ad-ca4d-4143-a010-0aecbdd3e563,Dance Instructor (Classical Ballet),Education & Coaching,https://www.bls.gov/ooh/personal-care-and-service/dancers-and-choreographers.htm,"bls.gov OOH slug ""dancers-and-choreographers"" matches no O*NET occupation title",25-1072.00,"Nursing Instructors and Teachers, Postsecondary",strong,0.50,2026-04-22T02:52:30.655222+00:00
