id,title,candidate_onet_occupation,candidate_soc,classification,proposed_source_url,current_source_url,reason,suggested_soc_not_applied,suggested_occupation,primary_industry
1e77490a-fc77-44f1-ab8e-e7b540405825,QA Engineer,Logistics Engineers,13-1081.01,FALSE MATCH,,https://www.onetonline.org/link/summary/15-1256.00,Software testing matched Logistics Engineers on 'engineer',15-1253.00,Software Quality Assurance Analysts and Testers,Tech & Engineering
2587cf45-2285-46ae-b65d-74d455fa96ab,Lab Analyst,Logistics Analysts,13-1081.02,FALSE MATCH,,https://www.bls.gov/ooh/life-physical-and-social-science/medical-and-clinical-laboratory-technologists-and-technicians.htm,Clinical/scientific sample analysis matched Logistics Analysts on 'analyst',29-2011.00,Medical and Clinical Laboratory Technologists,Science & Research
297accc2-033d-4e0c-a3b1-19ac9dcac914,Physics Teacher (High School),"Physics Teachers, Postsecondary",25-1054.00,FALSE MATCH,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,Explicitly high school; candidate is the Postsecondary physics code,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Science & Research
2b322872-2c36-46b3-a1a2-bdb4bc1409d6,Barista (Specialty Coffee),Baristas,35-3023.01,CONFIRMED,https://www.onetonline.org/link/summary/35-3023.01,https://www.bls.gov/ooh/food-preparation-and-serving-related/food-and-beverage-servers.htm,,,,Fashion & Beauty
2e10f388-89a7-4622-991a-cf8bf84f9e39,Radio Announcer,Broadcast Announcers and Radio Disc Jockeys,27-3011.00,CONFIRMED,https://www.onetonline.org/link/summary/27-3011.00,https://www.bls.gov/ooh/media-and-communication/radio-and-television-broadcasters.htm,,,,Media & Journalism
2e92f209-a054-4de2-ae7c-f2b2233209fe,Science Teacher (Secondary),"Computer Science Teachers, Postsecondary",25-1021.00,FALSE MATCH,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,Secondary science teaching matched a postsecondary Computer Science code,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Science & Research
315fdacd-41ec-4076-9b48-1b9ec4b35eff,Sports Physician,Sports Medicine Physicians,29-1229.06,CONFIRMED,https://www.onetonline.org/link/summary/29-1229.06,https://www.bls.gov/ooh/healthcare-and-technical/physicians-and-surgeons.htm,,,,Gaming & Esports
31a440f1-e78d-4474-9dd5-0390a42635ff,Video Editor (Media Production),Film and Video Editors,27-4032.00,CONFIRMED,https://www.onetonline.org/link/summary/27-4032.00,https://www.onetonline.org/link/summary/27-4008.00,,,,Media & Journalism
32dcff21-4d05-463f-a5d1-332fa0e25a6a,Conservation Scientist,Conservation Scientists,19-1031.00,CONFIRMED,https://www.onetonline.org/link/summary/19-1031.00,https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists-and-foresters.htm,,,,Environment & Sustainability
33555605-b24d-46be-bb12-d5aaa56f86bb,Video Editor (Broadcast),Film and Video Editors,27-4032.00,CONFIRMED,https://www.onetonline.org/link/summary/27-4032.00,https://www.onetonline.org/link/summary/27-4008.00,,,,Media & Journalism
3416965f-3b3c-4a2a-928e-6ff0b3f0c775,Physical Therapist Assistant,Physical Therapist Assistants,31-2021.00,CONFIRMED,https://www.onetonline.org/link/summary/31-2021.00,https://www.bls.gov/ooh/healthcare-support/physical-therapist-assistants-and-aides.htm,,,,Healthcare & Medicine
344aa5f0-9bde-4c06-b132-1c6d8f2ed5f5,Quality Control Analyst (Laboratory),Quality Control Analysts,19-4099.01,CONFIRMED,https://www.onetonline.org/link/summary/19-4099.01,https://www.onetonline.org/link/summary/19-4011.00,,,,Science & Research
38882a6b-6932-4420-95a8-b443a249550c,Drama Teacher (K-12),"Art, Drama, and Music Teachers, Postsecondary",25-1121.00,FALSE MATCH,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,Explicitly K-12; candidate is the Postsecondary art/drama/music code,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Education & Coaching
395614dc-ee4f-43d7-a02a-e480e88ee0cd,Dermatologist,Dermatologists,29-1213.00,CONFIRMED,https://www.onetonline.org/link/summary/29-1213.00,https://www.bls.gov/ooh/healthcare-and-social-assistance/physicians-and-surgeons.htm,,,,Healthcare & Medicine
3b0b8dd4-26b7-4212-b761-81e9a1f2d176,Medical Lab Technologist,Medical and Clinical Laboratory Technologists,29-2011.00,CONFIRMED,https://www.onetonline.org/link/summary/29-2011.00,https://www.bls.gov/ooh/healthcare-support/clinical-laboratory-technologists-and-technicians.htm,,,,Healthcare & Medicine
43b74c51-2136-4b76-864c-76a033c573c2,Substitute Teacher,"Substitute Teachers, Short-Term",25-3031.00,CONFIRMED,https://www.onetonline.org/link/summary/25-3031.00,https://www.bls.gov/ooh/education-and-training/teachers-kindergarten-and-elementary-school.htm,,,,Education & Coaching
43c925a8-cf0a-4f5a-80fe-3c1917635e6a,Neurologist,Neurologists,29-1217.00,CONFIRMED,https://www.onetonline.org/link/summary/29-1217.00,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,,,,Science & Research
4512442a-5707-4043-a5e3-f4140107810d,VIP Services Manager,Administrative Services Managers,11-3012.00,STILL UNCERTAIN,,https://www.onetonline.org/link/summary/39-1011.00,Luxury hospitality/events role matched Administrative Services Managers; event planning or lodging management may fit better,,,Hospitality & Events
470ca10e-b238-4977-a5e6-ad21f1c1eb44,Elementary School Teacher (STEM),"Elementary School Teachers, Except Special Education",25-2021.00,CONFIRMED,https://www.onetonline.org/link/summary/25-2021.00,https://www.bls.gov/ooh/education-and-training/kindergarten-and-elementary-school-teachers.htm,,,,Education & Coaching
498ecb55-c136-492b-a034-32455a8c716e,Lab Animal Scientist,Animal Scientists,19-1011.00,CONFIRMED,https://www.onetonline.org/link/summary/19-1011.00,https://www.onetonline.org/link/summary/25-3093.00,,,,Science & Research
4bfaea20-b331-4a48-b8b0-fa30b2c714a3,Science Teacher,"Computer Science Teachers, Postsecondary",25-1021.00,FALSE MATCH,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,General science teaching matched a postsecondary Computer Science code,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Education & Coaching
51aeef99-5688-4a3f-bb00-601dcf68c29e,Quality Assurance Analyst,Software Quality Assurance Analysts and Testers,15-1253.00,STILL UNCERTAIN,,https://www.onetonline.org/link/summary/19-4011.00,"Description spans scientific experiments, software and products at once, so the intended occupation is genuinely unclear",,,Supply Chain & Operations
53d86ab4-1c26-4efa-850e-087c957410cf,Medical Technologist (Laboratory),Medical and Clinical Laboratory Technologists,29-2011.00,CONFIRMED,https://www.onetonline.org/link/summary/29-2011.00,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/clinical-laboratory-technologists-and-technicians.htm,,,,Healthcare & Medicine
5736ca87-9f11-4680-96ba-e15211b0e705,Music Teacher (Private),"Art, Drama, and Music Teachers, Postsecondary",25-1121.00,FALSE MATCH,,https://www.bls.gov/ooh/education-training-and-library/music-teachers.html,Private one-to-one instruction; candidate is the Postsecondary code,25-3021.00,Self-Enrichment Teachers,Education & Coaching
5b8b50b4-67aa-4bc5-96ba-1d1b836c8b4b,Quality Assurance Analyst (Pharma),Software Quality Assurance Analysts and Testers,15-1253.00,FALSE MATCH,,https://www.onetonline.org/link/summary/19-4011.02,"Tests medications, not software",19-4099.01,Quality Control Analysts,Science & Research
5c0d722c-b8db-4187-afa9-a634377fd7f6,Athletic Trainer (College Sports),Athletic Trainers,29-9091.00,CONFIRMED,https://www.onetonline.org/link/summary/29-9091.00,https://www.onetonline.org/link/summary/29-2071.00,,,,Sports & Fitness
5dbbc2f0-ab71-437f-84b3-cde3197abc02,ESL Teacher (International Schools),"Business Teachers, Postsecondary",25-1011.00,FALSE MATCH,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"English-language teaching matched Business Teachers, Postsecondary",25-3011.00,(valid code; title not captured in the taxonomy snapshot),Education & Coaching
5df0e8df-71b5-4061-994c-ce71b7fe33b3,Physical Medicine and Rehabilitation Physician,Physical Medicine and Rehabilitation Physicians,29-1229.04,CONFIRMED,https://www.onetonline.org/link/summary/29-1229.04,https://www.bls.gov/ooh/healthcare-practitioner-and-technical/physicians-and-surgeons.htm,,,,Sports & Fitness
5e1f4361-6262-4bad-8a05-cd731c384cc3,Medical Technologist,Medical and Clinical Laboratory Technologists,29-2011.00,CONFIRMED,https://www.onetonline.org/link/summary/29-2011.00,https://www.bls.gov/ooh/healthcare-support/clinical-laboratory-technologists-and-technicians.htm,,,,Healthcare & Medicine
6452ff6c-b63a-4c92-af8f-c87a7ff6f3bb,Radio DJ,Radio Frequency Identification Device Specialists,17-2072.01,FALSE MATCH,,https://www.bls.gov/ooh/entertainment-and-sports/broadcast-and-sound-engineering-technicians.htm,Matched Radio Frequency Identification Device Specialists on 'radio',27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Media & Journalism
656efb27-2e00-4015-a5cb-8d00fc845b38,Speech Pathology Assistant,Speech-Language Pathology Assistants,31-9099.01,CONFIRMED,https://www.onetonline.org/link/summary/31-9099.01,https://www.bls.gov/ooh/healthcare-support/speech-language-pathology-assistants-and-aides.htm,,,,Education & Coaching
666a3382-126f-4bdb-8ff7-6e8cbf70f595,Chemist (Pharmaceutical),Chemists,19-2031.00,CONFIRMED,https://www.onetonline.org/link/summary/19-2031.00,https://www.bls.gov/ooh/life-physical-social-science/chemists-and-materials-scientists.htm,,,,Science & Research
667305da-6861-4aa2-92be-0d022614723c,Video Editor (Broadcasting),Film and Video Editors,27-4032.00,CONFIRMED,https://www.onetonline.org/link/summary/27-4032.00,https://www.bls.gov/ooh/media-and-communication/multimedia-artists-and-animators.htm,,,,Media & Journalism
746e2252-c42f-4f9a-b5cf-9bebb15e4ca9,ESL Teacher (K-12),"Business Teachers, Postsecondary",25-1011.00,FALSE MATCH,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"English-language teaching matched Business Teachers, Postsecondary",25-3011.00,(valid code; title not captured in the taxonomy snapshot),Education & Coaching
74bdd8b9-124d-492c-ae1e-7cc4252afd7f,Pediatrician,"Pediatricians, General",29-1221.00,CONFIRMED,https://www.onetonline.org/link/summary/29-1221.00,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,,,,Science & Research
78900236-642e-4a22-b78e-54d4ff1e1fec,Quality Control Analyst (Pharma),Quality Control Analysts,19-4099.01,CONFIRMED,https://www.onetonline.org/link/summary/19-4099.01,https://www.onetonline.org/link/summary/19-4011.00,,,,Science & Research
7bbd5f38-70da-4e99-bb55-31375e3b4387,Emergency Medicine Physician,Emergency Medicine Physicians,29-1214.00,CONFIRMED,https://www.onetonline.org/link/summary/29-1214.00,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,,,,Healthcare & Medicine
7c79ab6b-d362-464e-82ec-6798175c5503,Ski Instructor,"Nursing Instructors and Teachers, Postsecondary",25-1072.00,FALSE MATCH,,https://www.onetonline.org/link/summary/39-9033.00,"Matched Nursing Instructors and Teachers, Postsecondary on 'instructor'",39-9031.00,Exercise Trainers and Group Fitness Instructors,Sports & Fitness
7cbf0a22-a638-4e99-8034-9bf1d456cfa9,AI Trainer,Athletic Trainers,29-9091.00,FALSE MATCH,,https://www.onetonline.org/link/summary/15-1257.00,Same 'trainer' collision as AI Trainer (Machine Learning) — matched Athletic Trainers,15-2051.00,Data Scientists,Tech & Engineering
81ec9725-3131-4b87-93e7-1e246d4d859b,Database Administrator,Database Administrators,15-1242.00,CONFIRMED,https://www.onetonline.org/link/summary/15-1242.00,https://www.bls.gov/ooh/computer-and-information-technology/database-administrators-and-architects.htm,,,,Cybersecurity
83018f71-2103-4b63-a776-833f740649fb,Emergency Medical Technician (Paramedic),Emergency Medical Technicians,29-2042.00,STILL UNCERTAIN,,https://www.bls.gov/ooh/healthcare-support/emergency-medical-technicians-and-paramedics.htm,O*NET separates EMTs (29-2042.00) from Paramedics (29-2043.00); the title names both and the description does not settle it,,,Healthcare & Medicine
83b0c9d5-0aa5-4b7f-99eb-fea58bafd458,Physics Teacher,"Physics Teachers, Postsecondary",25-1054.00,STILL UNCERTAIN,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,Candidate is the Postsecondary physics code; the description does not state the teaching level,,,Science & Research
83ee3265-e692-4cf4-99c8-c1f0f4da878d,Emergency Medical Technician (EMT),Emergency Medical Technicians,29-2042.00,CONFIRMED,https://www.onetonline.org/link/summary/29-2042.00,https://www.bls.gov/ooh/healthcare-and-technical/emergency-medical-technicians-and-paramedics.htm,,,,Healthcare & Medicine
86898164-da2e-48a9-9c32-7d5d69b17c67,Science Teacher (High School),"Computer Science Teachers, Postsecondary",25-1021.00,FALSE MATCH,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,High school science matched a postsecondary Computer Science code,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Science & Research
8725af42-5fb2-4611-9001-efd2562d4254,Chemistry Teacher,"Chemistry Teachers, Postsecondary",25-1052.00,STILL UNCERTAIN,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,Candidate is the Postsecondary chemistry code; the description does not state the teaching level,,,Science & Research
88e2bab9-98d4-47a9-b28f-d36ffa205a9d,Physicist (Particle Physics),Physicists,19-2012.00,CONFIRMED,https://www.onetonline.org/link/summary/19-2012.00,https://www.bls.gov/ooh/life-physical-social-science/physicists-and-astronomers.htm,,,,Science & Research
8b2fa566-d4e3-4bf9-a6c7-c0166ec4d470,Lab Animal Caretaker,Veterinary Assistants and Laboratory Animal Caretakers,31-9096.00,CONFIRMED,https://www.onetonline.org/link/summary/31-9096.00,https://www.onetonline.org/link/summary/31-1011.00,,,,Science & Research
8d7a7933-64a1-436e-9a8f-dfe79340b000,IT Systems Administrator,Network and Computer Systems Administrators,15-1244.00,CONFIRMED,https://www.onetonline.org/link/summary/15-1244.00,https://www.bls.gov/ooh/computer-and-information-technology/computer-network-architects-and-administrators.htm,,,,Cybersecurity
8f15e9d8-0c5e-4ce4-8251-5e88c46c8cc2,Surgeon (Orthopedic),Oral and Maxillofacial Surgeons,29-1022.00,FALSE MATCH,,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,Orthopedic surgery matched Oral and Maxillofacial Surgeons — a different specialty,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Healthcare & Medicine
95518b62-e936-4979-bfb3-b5abec31e68a,Pathologist,Speech-Language Pathologists,29-1127.00,FALSE MATCH,,https://www.bls.gov/ooh/life-physical-and-social-science/physicians-and-surgeons.htm,Diagnostic tissue pathology matched Speech-Language Pathologists on 'pathologist',29-1222.00,"Physicians, Pathologists",Healthcare & Medicine
95a08cbc-f7d3-4b65-9b83-afa16657b787,Elementary School Teacher (Science),"Elementary School Teachers, Except Special Education",25-2021.00,CONFIRMED,https://www.onetonline.org/link/summary/25-2021.00,https://www.bls.gov/ooh/education-and-training/kindergarten-and-elementary-school-teachers.htm,,,,Education & Coaching
9761b636-41ea-4ae8-97d3-087a6931eeb0,Law Clerk (Judge),Judicial Law Clerks,23-1012.00,CONFIRMED,https://www.onetonline.org/link/summary/23-1012.00,https://www.onetonline.org/link/summary/23-2092.00,,,,Law & Government
983ea7c3-4560-4cb0-8330-7dc3a67d0063,Video Editor (Content Creator),Film and Video Editors,27-4032.00,CONFIRMED,https://www.onetonline.org/link/summary/27-4032.00,https://www.onetonline.org/link/summary/27-4008.00,,,,Media & Journalism
99c58209-cc00-4940-a62b-ac89ff737a1b,Systems Architect,Computer Systems Engineers/Architects,15-1299.08,CONFIRMED,https://www.onetonline.org/link/summary/15-1299.08,https://www.onetonline.org/link/summary/15-1199.09,,,,Tech & Engineering
9b26d9d5-39da-48d8-9c99-881bc23a492c,Physical Medicine & Rehabilitation Physician,Physical Medicine and Rehabilitation Physicians,29-1229.04,CONFIRMED,https://www.onetonline.org/link/summary/29-1229.04,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,,,,Healthcare & Medicine
9e9e2dcc-a3ed-42e5-97eb-460618afd1d4,ESL (English as Second Language) Teacher,"Business Teachers, Postsecondary",25-1011.00,FALSE MATCH,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"English-language teaching matched Business Teachers, Postsecondary",25-3011.00,(valid code; title not captured in the taxonomy snapshot),Environment & Sustainability
a037238c-506e-42c0-b47a-62ae0e99f217,UGC (User-Generated Content) Producer,Producers and Directors,27-2012.00,STILL UNCERTAIN,,https://www.onetonline.org/link/summary/27-3022.00,"Social-content creation matched Producers and Directors, which O*NET scopes to film, stage and broadcast production",,,Media & Journalism
a04ba668-0401-4b2f-8327-3a0e907f31b0,Lab Technician (Healthcare),Geographic Information Systems Technologists and Technicians,15-1299.02,FALSE MATCH,,https://www.bls.gov/ooh/healthcare-support/clinical-laboratory-technologists-and-technicians.htm,Clinical lab work matched Geographic Information Systems Technologists on 'technician',29-2012.00,Medical and Clinical Laboratory Technicians,Science & Research
a0b1d9ff-d3f0-426e-a70e-70041c2bc374,Sports Medicine Physician,Sports Medicine Physicians,29-1229.06,CONFIRMED,https://www.onetonline.org/link/summary/29-1229.06,https://www.bls.gov/ooh/healthcare-and-technical/physicians-and-surgeons.htm,,,,Gaming & Esports
a1e4fa31-9bed-4b41-9154-1e90be722f2b,Acupuncturist,Acupuncturists,29-1291.00,CONFIRMED,https://www.onetonline.org/link/summary/29-1291.00,https://www.onetonline.org/link/summary/29-1199.03,,,,Healthcare & Medicine
a2122edd-d7f9-4fa7-8856-a01be146dfad,Drama Teacher,"Art, Drama, and Music Teachers, Postsecondary",25-1121.00,STILL UNCERTAIN,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,Candidate is the Postsecondary art/drama/music code; the description does not state the teaching level,,,Education & Coaching
a3037ace-2a33-482d-b000-938ecc26ffd1,Laboratory Technician (Clinical),Medical and Clinical Laboratory Technicians,29-2012.00,CONFIRMED,https://www.onetonline.org/link/summary/29-2012.00,https://www.bls.gov/ooh/healthcare-and-technical/clinical-laboratory-technologists-and-technicians.htm,,,,Science & Research
a4b5fb63-37af-4ccc-b8c2-198a4712acaa,Sonographer (Ultrasound Technician),Diagnostic Medical Sonographers,29-2032.00,CONFIRMED,https://www.onetonline.org/link/summary/29-2032.00,https://www.bls.gov/ooh/healthcare-support/diagnostic-medical-sonographers-and-cardiovascular-technologists-and-technicians.htm,,,,Healthcare & Medicine
a6753a83-3fe5-4ebb-92a4-9f9225fe022e,Tour Guide (Adventure Tourism),Tour Guides and Escorts,39-7011.00,CONFIRMED,https://www.onetonline.org/link/summary/39-7011.00,https://www.onetonline.org/link/summary/39-6031.00,,,,Hospitality & Events
a8c98ca2-67d4-43ca-b05b-2b5137d0476f,Music Teacher (K-12),"Art, Drama, and Music Teachers, Postsecondary",25-1121.00,FALSE MATCH,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,Explicitly K-12; candidate is the Postsecondary code,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Education & Coaching
ad6a86b6-1c88-434b-bf80-9771a097bbcd,Food Science Technician,Food Science Technicians,19-4013.00,CONFIRMED,https://www.onetonline.org/link/summary/19-4013.00,https://www.onetonline.org/link/summary/19-4011.02,,,,Supply Chain & Operations
ae2d1a08-8fdd-4843-a10c-19ad9100bf39,VFX Supervisor,First-Line Supervisors of Correctional Officers,33-1011.00,FALSE MATCH,,https://www.onetonline.org/link/summary/27-2014.00,Visual effects matched First-Line Supervisors of Correctional Officers on 'supervisor',27-1014.00,Special Effects Artists and Animators,Media & Journalism
ae88cdda-6be0-4956-86ee-75f2fb11d3cc,Ophthalmologist,"Ophthalmologists, Except Pediatric",29-1241.00,CONFIRMED,https://www.onetonline.org/link/summary/29-1241.00,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,,,,Healthcare & Medicine
aed40ffa-5144-4270-be1f-d5e8beb5964c,Atmospheric Scientist,Atmospheric and Space Scientists,19-2021.00,CONFIRMED,https://www.onetonline.org/link/summary/19-2021.00,https://www.bls.gov/ooh/life-physical-social-science/atmospheric-scientists-and-geoscientists.htm,,,,Environment & Sustainability
b02cd8b4-a370-481d-85bb-aaed32ba9976,Chemist (Industrial),Chemists,19-2031.00,CONFIRMED,https://www.onetonline.org/link/summary/19-2031.00,https://www.bls.gov/ooh/life-physical-social-science/chemists-and-materials-scientists.htm,,,,Science & Research
b3843afc-483a-44d3-a6ae-18e324192488,Nurse Anesthetist,Nurse Anesthetists,29-1151.00,CONFIRMED,https://www.onetonline.org/link/summary/29-1151.00,https://www.bls.gov/ooh/healthcare-occupations/anesthesiologists-and-nurse-anesthetists.htm,,,,Healthcare & Medicine
b6dc7d0f-8fcd-4940-94c6-d3b1424bae32,Clinical Research Coordinator,Clinical Research Coordinators,11-9121.01,CONFIRMED,https://www.onetonline.org/link/summary/11-9121.01,https://www.onetonline.org/link/summary/19-4091.00,,,,Healthcare & Medicine
ba09bfc6-0de7-4a59-9eed-ee1343aacb30,Urologist,Urologists,29-1229.03,CONFIRMED,https://www.onetonline.org/link/summary/29-1229.03,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,,,,Healthcare & Medicine
bb0e4da1-2508-487d-8de5-a850e7297e81,Psychiatrist,Psychiatrists,29-1223.00,CONFIRMED,https://www.onetonline.org/link/summary/29-1223.00,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,,,,Healthcare & Medicine
bcbed889-1f20-4a21-b193-812a6afb775f,Physics Teacher (K-12),"Physics Teachers, Postsecondary",25-1054.00,FALSE MATCH,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,Explicitly K-12; candidate is the Postsecondary physics code,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Science & Research
bd4cedc4-0e2a-4fc0-ad8d-3477bf4f8b7b,Video Editor (Content Creation),Film and Video Editors,27-4032.00,CONFIRMED,https://www.onetonline.org/link/summary/27-4032.00,https://www.onetonline.org/link/summary/27-4008.00,,,,Media & Journalism
be7e7fa0-e5e4-4b26-b326-a0ebb4478697,Claims Investigator,"Claims Adjusters, Examiners, and Investigators",13-1031.00,CONFIRMED,https://www.onetonline.org/link/summary/13-1031.00,https://www.bls.gov/ooh/business-and-financial-operations/claims-adjusters-appraisers-examiners-and-investigators.htm,,,,Healthcare & Medicine
c6f178b2-f7b4-4802-ad82-6a89cb0a3885,Research Analyst,Market Research Analysts and Marketing Specialists,13-1161.00,STILL UNCERTAIN,,https://www.bls.gov/ooh/life-physical-and-social-science/miscellaneous-life-scientists.htm,Generic research role matched Market Research Analysts; the description points at scientific rather than market research,,,Law & Government
