id,title,soc_code,onet_occupation,from_source_url,to_source_url
32dcff21-4d05-463f-a5d1-332fa0e25a6a,Conservation Scientist,19-1031.00,Conservation Scientists,https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists-and-foresters.htm,https://www.onetonline.org/link/summary/19-1031.00
33555605-b24d-46be-bb12-d5aaa56f86bb,Video Editor (Broadcast),27-4032.00,Film and Video Editors,https://www.onetonline.org/link/summary/27-4008.00,https://www.onetonline.org/link/summary/27-4032.00
3416965f-3b3c-4a2a-928e-6ff0b3f0c775,Physical Therapist Assistant,31-2021.00,Physical Therapist Assistants,https://www.bls.gov/ooh/healthcare-support/physical-therapist-assistants-and-aides.htm,https://www.onetonline.org/link/summary/31-2021.00
344aa5f0-9bde-4c06-b132-1c6d8f2ed5f5,Quality Control Analyst (Laboratory),19-4099.01,Quality Control Analysts,https://www.onetonline.org/link/summary/19-4011.00,https://www.onetonline.org/link/summary/19-4099.01
395614dc-ee4f-43d7-a02a-e480e88ee0cd,Dermatologist,29-1213.00,Dermatologists,https://www.bls.gov/ooh/healthcare-and-social-assistance/physicians-and-surgeons.htm,https://www.onetonline.org/link/summary/29-1213.00
3b0b8dd4-26b7-4212-b761-81e9a1f2d176,Medical Lab Technologist,29-2011.00,Medical and Clinical Laboratory Technologists,https://www.bls.gov/ooh/healthcare-support/clinical-laboratory-technologists-and-technicians.htm,https://www.onetonline.org/link/summary/29-2011.00
43b74c51-2136-4b76-864c-76a033c573c2,Substitute Teacher,25-3031.00,"Substitute Teachers, Short-Term",https://www.bls.gov/ooh/education-and-training/teachers-kindergarten-and-elementary-school.htm,https://www.onetonline.org/link/summary/25-3031.00
43c925a8-cf0a-4f5a-80fe-3c1917635e6a,Neurologist,29-1217.00,Neurologists,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,https://www.onetonline.org/link/summary/29-1217.00
470ca10e-b238-4977-a5e6-ad21f1c1eb44,Elementary School Teacher (STEM),25-2021.00,"Elementary School Teachers, Except Special Education",https://www.bls.gov/ooh/education-and-training/kindergarten-and-elementary-school-teachers.htm,https://www.onetonline.org/link/summary/25-2021.00
498ecb55-c136-492b-a034-32455a8c716e,Lab Animal Scientist,19-1011.00,Animal Scientists,https://www.onetonline.org/link/summary/25-3093.00,https://www.onetonline.org/link/summary/19-1011.00
53d86ab4-1c26-4efa-850e-087c957410cf,Medical Technologist (Laboratory),29-2011.00,Medical and Clinical Laboratory Technologists,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/clinical-laboratory-technologists-and-technicians.htm,https://www.onetonline.org/link/summary/29-2011.00
5c0d722c-b8db-4187-afa9-a634377fd7f6,Athletic Trainer (College Sports),29-9091.00,Athletic Trainers,https://www.onetonline.org/link/summary/29-2071.00,https://www.onetonline.org/link/summary/29-9091.00
5df0e8df-71b5-4061-994c-ce71b7fe33b3,Physical Medicine and Rehabilitation Physician,29-1229.04,Physical Medicine and Rehabilitation Physicians,https://www.bls.gov/ooh/healthcare-practitioner-and-technical/physicians-and-surgeons.htm,https://www.onetonline.org/link/summary/29-1229.04
5e1f4361-6262-4bad-8a05-cd731c384cc3,Medical Technologist,29-2011.00,Medical and Clinical Laboratory Technologists,https://www.bls.gov/ooh/healthcare-support/clinical-laboratory-technologists-and-technicians.htm,https://www.onetonline.org/link/summary/29-2011.00
656efb27-2e00-4015-a5cb-8d00fc845b38,Speech Pathology Assistant,31-9099.01,Speech-Language Pathology Assistants,https://www.bls.gov/ooh/healthcare-support/speech-language-pathology-assistants-and-aides.htm,https://www.onetonline.org/link/summary/31-9099.01
666a3382-126f-4bdb-8ff7-6e8cbf70f595,Chemist (Pharmaceutical),19-2031.00,Chemists,https://www.bls.gov/ooh/life-physical-social-science/chemists-and-materials-scientists.htm,https://www.onetonline.org/link/summary/19-2031.00
667305da-6861-4aa2-92be-0d022614723c,Video Editor (Broadcasting),27-4032.00,Film and Video Editors,https://www.bls.gov/ooh/media-and-communication/multimedia-artists-and-animators.htm,https://www.onetonline.org/link/summary/27-4032.00
74bdd8b9-124d-492c-ae1e-7cc4252afd7f,Pediatrician,29-1221.00,"Pediatricians, General",https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,https://www.onetonline.org/link/summary/29-1221.00
78900236-642e-4a22-b78e-54d4ff1e1fec,Quality Control Analyst (Pharma),19-4099.01,Quality Control Analysts,https://www.onetonline.org/link/summary/19-4011.00,https://www.onetonline.org/link/summary/19-4099.01
7bbd5f38-70da-4e99-bb55-31375e3b4387,Emergency Medicine Physician,29-1214.00,Emergency Medicine Physicians,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,https://www.onetonline.org/link/summary/29-1214.00
81ec9725-3131-4b87-93e7-1e246d4d859b,Database Administrator,15-1242.00,Database Administrators,https://www.bls.gov/ooh/computer-and-information-technology/database-administrators-and-architects.htm,https://www.onetonline.org/link/summary/15-1242.00
83ee3265-e692-4cf4-99c8-c1f0f4da878d,Emergency Medical Technician (EMT),29-2042.00,Emergency Medical Technicians,https://www.bls.gov/ooh/healthcare-and-technical/emergency-medical-technicians-and-paramedics.htm,https://www.onetonline.org/link/summary/29-2042.00
88e2bab9-98d4-47a9-b28f-d36ffa205a9d,Physicist (Particle Physics),19-2012.00,Physicists,https://www.bls.gov/ooh/life-physical-social-science/physicists-and-astronomers.htm,https://www.onetonline.org/link/summary/19-2012.00
8b2fa566-d4e3-4bf9-a6c7-c0166ec4d470,Lab Animal Caretaker,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,https://www.onetonline.org/link/summary/31-1011.00,https://www.onetonline.org/link/summary/31-9096.00
8d7a7933-64a1-436e-9a8f-dfe79340b000,IT Systems Administrator,15-1244.00,Network and Computer Systems Administrators,https://www.bls.gov/ooh/computer-and-information-technology/computer-network-architects-and-administrators.htm,https://www.onetonline.org/link/summary/15-1244.00
95a08cbc-f7d3-4b65-9b83-afa16657b787,Elementary School Teacher (Science),25-2021.00,"Elementary School Teachers, Except Special Education",https://www.bls.gov/ooh/education-and-training/kindergarten-and-elementary-school-teachers.htm,https://www.onetonline.org/link/summary/25-2021.00
9761b636-41ea-4ae8-97d3-087a6931eeb0,Law Clerk (Judge),23-1012.00,Judicial Law Clerks,https://www.onetonline.org/link/summary/23-2092.00,https://www.onetonline.org/link/summary/23-1012.00
983ea7c3-4560-4cb0-8330-7dc3a67d0063,Video Editor (Content Creator),27-4032.00,Film and Video Editors,https://www.onetonline.org/link/summary/27-4008.00,https://www.onetonline.org/link/summary/27-4032.00
99c58209-cc00-4940-a62b-ac89ff737a1b,Systems Architect,15-1299.08,Computer Systems Engineers/Architects,https://www.onetonline.org/link/summary/15-1199.09,https://www.onetonline.org/link/summary/15-1299.08
9b26d9d5-39da-48d8-9c99-881bc23a492c,Physical Medicine & Rehabilitation Physician,29-1229.04,Physical Medicine and Rehabilitation Physicians,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,https://www.onetonline.org/link/summary/29-1229.04
a0b1d9ff-d3f0-426e-a70e-70041c2bc374,Sports Medicine Physician,29-1229.06,Sports Medicine Physicians,https://www.bls.gov/ooh/healthcare-and-technical/physicians-and-surgeons.htm,https://www.onetonline.org/link/summary/29-1229.06
a1e4fa31-9bed-4b41-9154-1e90be722f2b,Acupuncturist,29-1291.00,Acupuncturists,https://www.onetonline.org/link/summary/29-1199.03,https://www.onetonline.org/link/summary/29-1291.00
a3037ace-2a33-482d-b000-938ecc26ffd1,Laboratory Technician (Clinical),29-2012.00,Medical and Clinical Laboratory Technicians,https://www.bls.gov/ooh/healthcare-and-technical/clinical-laboratory-technologists-and-technicians.htm,https://www.onetonline.org/link/summary/29-2012.00
a4b5fb63-37af-4ccc-b8c2-198a4712acaa,Sonographer (Ultrasound Technician),29-2032.00,Diagnostic Medical Sonographers,https://www.bls.gov/ooh/healthcare-support/diagnostic-medical-sonographers-and-cardiovascular-technologists-and-technicians.htm,https://www.onetonline.org/link/summary/29-2032.00
a6753a83-3fe5-4ebb-92a4-9f9225fe022e,Tour Guide (Adventure Tourism),39-7011.00,Tour Guides and Escorts,https://www.onetonline.org/link/summary/39-6031.00,https://www.onetonline.org/link/summary/39-7011.00
ad6a86b6-1c88-434b-bf80-9771a097bbcd,Food Science Technician,19-4013.00,Food Science Technicians,https://www.onetonline.org/link/summary/19-4011.02,https://www.onetonline.org/link/summary/19-4013.00
ae88cdda-6be0-4956-86ee-75f2fb11d3cc,Ophthalmologist,29-1241.00,"Ophthalmologists, Except Pediatric",https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,https://www.onetonline.org/link/summary/29-1241.00
aed40ffa-5144-4270-be1f-d5e8beb5964c,Atmospheric Scientist,19-2021.00,Atmospheric and Space Scientists,https://www.bls.gov/ooh/life-physical-social-science/atmospheric-scientists-and-geoscientists.htm,https://www.onetonline.org/link/summary/19-2021.00
b02cd8b4-a370-481d-85bb-aaed32ba9976,Chemist (Industrial),19-2031.00,Chemists,https://www.bls.gov/ooh/life-physical-social-science/chemists-and-materials-scientists.htm,https://www.onetonline.org/link/summary/19-2031.00
b3843afc-483a-44d3-a6ae-18e324192488,Nurse Anesthetist,29-1151.00,Nurse Anesthetists,https://www.bls.gov/ooh/healthcare-occupations/anesthesiologists-and-nurse-anesthetists.htm,https://www.onetonline.org/link/summary/29-1151.00
b6dc7d0f-8fcd-4940-94c6-d3b1424bae32,Clinical Research Coordinator,11-9121.01,Clinical Research Coordinators,https://www.onetonline.org/link/summary/19-4091.00,https://www.onetonline.org/link/summary/11-9121.01
ba09bfc6-0de7-4a59-9eed-ee1343aacb30,Urologist,29-1229.03,Urologists,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,https://www.onetonline.org/link/summary/29-1229.03
bb0e4da1-2508-487d-8de5-a850e7297e81,Psychiatrist,29-1223.00,Psychiatrists,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,https://www.onetonline.org/link/summary/29-1223.00
bd4cedc4-0e2a-4fc0-ad8d-3477bf4f8b7b,Video Editor (Content Creation),27-4032.00,Film and Video Editors,https://www.onetonline.org/link/summary/27-4008.00,https://www.onetonline.org/link/summary/27-4032.00
be7e7fa0-e5e4-4b26-b326-a0ebb4478697,Claims Investigator,13-1031.00,"Claims Adjusters, Examiners, and Investigators",https://www.bls.gov/ooh/business-and-financial-operations/claims-adjusters-appraisers-examiners-and-investigators.htm,https://www.onetonline.org/link/summary/13-1031.00
cdd84a78-75f4-47f6-8718-c2756beaa17a,iOS App Developer,15-1252.00,Software Developers,https://www.onetonline.org/link/summary/15-1256.00,https://www.onetonline.org/link/summary/15-1252.00
d1df8f5a-290f-4e83-8caa-8dd0c9d97a35,Video Editor (Post-Production),27-4032.00,Film and Video Editors,https://www.onetonline.org/link/summary/27-4008.00,https://www.onetonline.org/link/summary/27-4032.00
d2bc8681-e8db-490f-8d0f-b7a02634e832,Medical Records Specialist,29-2072.00,Medical Records Specialists,https://www.bls.gov/ooh/office-and-administrative-support/medical-records-and-health-information-technicians.htm,https://www.onetonline.org/link/summary/29-2072.00
d30517f2-fab0-45bb-9d6f-be2226bf891c,Paramedic,29-2043.00,Paramedics,https://www.bls.gov/ooh/healthcare-support/emts-and-paramedics.htm,https://www.onetonline.org/link/summary/29-2043.00
d97506d1-6942-4c1d-82b7-eb32e86d5b2a,Laboratory Technologist,29-2011.00,Medical and Clinical Laboratory Technologists,https://www.bls.gov/ooh/healthcare-support/clinical-laboratory-technologists-and-technicians.htm,https://www.onetonline.org/link/summary/29-2011.00
d9d954bb-6216-4138-931c-67e4a126d85a,Quality Assurance Tester (Software),15-1253.00,Software Quality Assurance Analysts and Testers,https://www.onetonline.org/link/summary/15-1256.00,https://www.onetonline.org/link/summary/15-1253.00
e0f19af4-5ab0-47d2-a715-5e758ae3909b,Reporter (Specialized Beat),27-3023.00,"News Analysts, Reporters, and Journalists",https://www.bls.gov/ooh/media-and-communication/reporters-and-correspondents.htm,https://www.onetonline.org/link/summary/27-3023.00
e8f0552d-e07d-45fd-8fb5-5b6621e2eccb,Orthopedic Surgeon,29-1242.00,"Orthopedic Surgeons, Except Pediatric",https://www.bls.gov/ooh/healthcare-and-technical/physicians-and-surgeons.htm,https://www.onetonline.org/link/summary/29-1242.00
ea047698-9ca8-4020-a7ea-a71f1b14333f,Medical Sonographer,29-2032.00,Diagnostic Medical Sonographers,https://www.bls.gov/ooh/healthcare-support/diagnostic-medical-sonographers-and-cardiovascular-technologists-and-technicians.htm,https://www.onetonline.org/link/summary/29-2032.00
ed4ef5d7-49f6-4396-9d38-7699dae98f71,Occupational Therapy Assistant,31-2011.00,Occupational Therapy Assistants,https://www.bls.gov/ooh/healthcare-practitioner-and-technical/occupational-therapy-assistants-and-aides.htm,https://www.onetonline.org/link/summary/31-2011.00
ef440bc2-ec6a-46c9-881a-41979b4ec6d5,Chemist (R&D),19-2031.00,Chemists,https://www.bls.gov/ooh/life-physical-social-science/chemists-and-materials-scientists.htm,https://www.onetonline.org/link/summary/19-2031.00
f557259c-3dd3-471b-bfb3-aa07ef5bad3e,Home Health Aide,31-1121.00,Home Health Aides,https://www.bls.gov/ooh/healthcare-support/home-health-aides-and-personal-care-aides.htm,https://www.onetonline.org/link/summary/31-1121.00
f835712c-fb54-49f5-ac6b-591531cd71e8,Court Reporter (CART),27-3092.00,Court Reporters and Simultaneous Captioners,https://www.onetonline.org/link/summary/23-2091.00,https://www.onetonline.org/link/summary/27-3092.00
fbc170df-5639-4952-8517-864823f5802e,Athlete Agent,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",https://www.onetonline.org/link/summary/11-3011.00,https://www.onetonline.org/link/summary/13-1011.00
