id,name,primary_industry,secondary_industries,created_at,flagged_dup_requirements,dup_shared_count,flagged_industry_mismatch,mismatch_tier,mismatch_keyword,expected_any_of
08c8759a-4eec-4f7d-8303-b88c0c8889cc,Perfumery Designer,Fashion & Beauty,"Design & Creative,Science & Research",2026-06-13T02:14:27.228538+00:00,no,,yes,LOW,Marketing,Marketing & Communications / Business & Finance / Media & Journalism
08cb6860-2041-4cb3-83b9-527110f4214e,Podcast Host,Entrepreneurship,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:34.05043+00:00,no,,yes,HIGH,Podcast,Media & Journalism / Arts & Performance / Marketing & Communications
09130ec2-bb45-4968-80ad-724edd6a37d9,Theater Director,Media & Journalism,"Science & Research,Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:29.646164+00:00,no,,yes,HIGH,Theater,Arts & Performance
0ae330f0-4999-41ee-aef7-5451adb82e02,Local Delivery Logistics Startup Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",2026-06-12T02:34:11.555263+00:00,no,,yes,HIGH,Logistics,Supply Chain & Operations / Aviation & Transportation
0c20c515-f7a4-4841-8a2b-27d39d5cf5b7,Acting Coach,Sports & Fitness,"Healthcare & Medicine,Marketing & Communications,Architecture & Urban Planning",2026-04-22T02:52:33.675655+00:00,no,,yes,LOW,Actor,Arts & Performance / Media & Journalism
0e891500-52d6-40bb-884e-b558f5b9b2a8,Wig Designer,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:30.655222+00:00,no,,yes,LOW,Performer,Arts & Performance / Sports & Fitness
0f040003-9821-4da6-9483-f8dc9382e48c,Organ Transplant Coordinator,Healthcare & Medicine,"Social Impact & Nonprofit,Law & Government",2026-04-28T07:58:02.446543+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
0fab5c53-ac9b-4584-86c1-3a1c420c4088,Nonprofit Accountant,Social Impact & Nonprofit,"Education & Coaching,Law & Government,Science & Research",2026-04-22T02:52:31.845128+00:00,no,,yes,HIGH,Accountant,Business & Finance
0fe6f527-bd75-41e6-93d9-c61d5d23a943,Sustainable Textiles Specialist,Environment & Sustainability,"Science & Research,Law & Government,Tech & Engineering",2026-04-22T02:52:33.087307+00:00,no,,yes,LOW,Fashion,Fashion & Beauty / Design & Creative / Arts & Performance
1031b8b4-a778-4e84-b88c-1559d658a39c,Industrial Spatial Planner,Design & Creative,"Tech & Engineering,Business & Finance",2026-06-04T02:40:44.955522+00:00,no,,yes,LOW,Warehouse,Supply Chain & Operations
104f74db-06ab-4264-9884-8c8d6ac61e83,Corporate Retreat Planner,Hospitality & Events,"Business & Finance,Design & Creative",2026-04-25T06:07:14.077119+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
10884b89-8bdf-493c-aa27-f244e3ebcccf,Local Food Distribution Founder,Entrepreneurship,"Environment & Sustainability,Social Impact & Nonprofit",2026-07-03T03:50:13.161413+00:00,no,,yes,LOW,Supply Chain,Supply Chain & Operations
10dc5bd8-17b0-4154-ae3d-9976d5beb95a,Vintage Clothing Authenticator,Fashion & Beauty,"Design & Creative,Entrepreneurship",2026-05-19T02:14:02.224448+00:00,no,,yes,LOW,Database,Tech & Engineering / Cybersecurity
1165cdce-5720-4f65-9191-cdd1893b6cb0,Festival Coordinator,Hospitality & Events,"Arts & Performance,Entrepreneurship",2026-06-13T02:14:30.650395+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
11c3df0d-786a-48c8-97da-5f02ad0f18c0,Social Media Entrepreneur (Personal Brand),Entrepreneurship,"Media & Journalism,Design & Creative",2026-05-28T02:01:23.229626+00:00,no,,yes,LOW,Algorithm,Tech & Engineering / Science & Research / Gaming & Esports
1225f289-838c-4818-adfe-fe7108f20cf2,Textiles Quality Control Inspector,Fashion & Beauty,"Design & Creative,Science & Research",2026-05-16T02:00:36.54075+00:00,no,,yes,MEDIUM,Inspector,Law & Government / Environment & Sustainability / Architecture & Urban Planning / Supply Chain & Operations / Food & Culinary / Aviation & Transportation
1253ebf8-6216-44ba-a37c-9ffbd9db81a9,MRI Technologist,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",2026-04-22T02:52:31.392704+00:00,no,,yes,LOW,Patient,Healthcare & Medicine
1257e7af-4351-4465-8ad3-caea767aaa72,Radio Host,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Social Impact & Nonprofit",2026-04-22T02:52:31.660242+00:00,no,,yes,LOW,Broadcast,Media & Journalism / Arts & Performance
1346d6a5-ede7-44a8-9188-13a73e8b0fec,Gymnastics Coach,Environment & Sustainability,"Science & Research,Law & Government,Tech & Engineering",2026-04-22T02:52:33.86077+00:00,no,,yes,MEDIUM,Coach,Sports & Fitness / Education & Coaching / Business & Finance / Social Impact & Nonprofit
1377a2ea-e42b-488a-9733-32fcb9856b19,Textile Quality Inspector,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",2026-04-22T02:52:34.465719+00:00,no,,yes,MEDIUM,Inspector,Law & Government / Environment & Sustainability / Architecture & Urban Planning / Supply Chain & Operations / Food & Culinary / Aviation & Transportation
139efc5b-1afd-45c0-8f8c-597e891cbbf6,Healthcare Startup Founder,Entrepreneurship,"Business & Finance,Tech & Engineering",2026-06-19T02:54:19.116396+00:00,no,,yes,LOW,Medical,Healthcare & Medicine / Science & Research
1579f2e9-966d-41ef-a6eb-738e87726161,Research Pilot (Flight Testing),Science & Research,"Tech & Engineering,Entrepreneurship",2026-05-22T02:15:12.347574+00:00,no,,yes,HIGH,Pilot,Aviation & Transportation / Sports & Fitness
1591ef12-07e6-4edb-a780-f162a0e78e1f,Commercial Underwriter,Media & Journalism,"Marketing & Communications,Arts & Performance,Science & Research",2026-04-22T02:52:32.905098+00:00,no,,yes,HIGH,Underwriter,Business & Finance
17645c05-36b1-44e3-9d81-c7ee4c0914c3,Hotel Sustainability Coordinator,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",2026-04-22T02:52:32.086589+00:00,no,,yes,HIGH,Hotel,Hospitality & Events
179e11bb-c901-4e20-b8d4-d14f9660ec39,Sustainability Accountant,Environment & Sustainability,"Science & Research,Law & Government,Tech & Engineering",2026-04-22T02:52:33.087307+00:00,no,,yes,HIGH,Accountant,Business & Finance
18408074-34a6-4bc7-8573-3f00e9c72e5a,Commodity Trading Analyst,Business & Finance,"Entrepreneurship,Tech & Engineering",2026-04-27T07:58:02.130786+00:00,no,,yes,LOW,Supply Chain,Supply Chain & Operations
19616977-adfe-472f-8265-b7ee7a88d97f,Boutique Fitness Studio Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",2026-04-22T02:52:33.86077+00:00,no,,yes,HIGH,Fitness,Sports & Fitness / Healthcare & Medicine
1b52ef0b-787f-4010-89eb-874784fc2f4b,Large Animal Veterinarian,Hospitality & Events,"Food & Culinary,Marketing & Communications",2026-04-22T02:52:34.05043+00:00,no,,yes,HIGH,Veterinarian,Healthcare & Medicine / Science & Research
1b919930-da01-42a8-8f43-7e2620668bc3,Textile Technologist,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",2026-04-22T02:52:34.239097+00:00,no,,yes,LOW,Athletic,Sports & Fitness / Healthcare & Medicine / Education & Coaching
1b9ab3e8-6cf7-4c50-abf6-76555442d0f3,Supply Chain Finance Analyst,Business & Finance,"Tech & Engineering,Entrepreneurship",2026-05-08T02:03:29.693093+00:00,no,,yes,HIGH,Supply Chain,Supply Chain & Operations
1cf5ac86-81ce-4f0f-9408-e82cccddd041,Audio Engineer (Recording Studio),Media & Journalism,"Arts & Performance,Design & Creative",2026-07-17T03:17:48.796617+00:00,no,,yes,LOW,Software,Tech & Engineering / Gaming & Esports / Cybersecurity
1d961ffa-ed6d-44a3-993b-692160810809,Energy Auditor (Building Performance),Environment & Sustainability,"Science & Research,Tech & Engineering",2026-06-18T02:39:39.87294+00:00,no,,yes,HIGH,Auditor,Business & Finance / Law & Government
1e5cc23f-d163-4bab-9284-b96c0360afa3,Mobile App Developer (Indie),Marketing & Communications,"Business & Finance,Design & Creative,Architecture & Urban Planning",2026-04-22T02:52:34.239097+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
1f094529-5341-41f1-b8ec-e94566b79ec4,Event Production Coordinator,Hospitality & Events,"Design & Creative,Business & Finance",2026-04-27T08:01:25.963639+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
1f81395d-a4f5-450f-bb5d-3c19b223399d,Corporate Comptroller,Arts & Performance,"Media & Journalism,Design & Creative,Science & Research",2026-04-22T02:52:33.295118+00:00,no,,yes,LOW,Compliance,Law & Government / Business & Finance / Healthcare & Medicine / Cybersecurity / Environment & Sustainability / Supply Chain & Operations
203d3789-0561-4759-8c8e-3f0f5c18e689,Investment Advisor,Cybersecurity,"Tech & Engineering,Law & Government,Science & Research",2026-04-22T02:52:32.680575+00:00,no,,yes,HIGH,Investment,Business & Finance
21437a59-aeb9-45c9-b20c-f63f13c8b6ac,Underwriter,Media & Journalism,"Marketing & Communications,Arts & Performance,Science & Research",2026-04-22T02:52:30.655222+00:00,no,,yes,HIGH,Underwriter,Business & Finance
21668cb4-fdd7-491a-9986-76fcb5fb83fd,Local Delivery Network Operator,Entrepreneurship,"Business & Finance,Tech & Engineering",2026-05-03T01:53:08.461502+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
23ad51ef-dc6b-404a-ae99-36228148b948,Meeting Planner,Hospitality & Events,"Business & Finance,Design & Creative",2026-07-06T04:06:34.289723+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
243a90f3-43ed-4a1e-8f2b-69916814f830,Cosmetic Dermatologist,Fashion & Beauty,"Design & Creative,Marketing & Communications,Arts & Performance",2026-04-22T02:52:31.392704+00:00,no,,yes,LOW,Medical,Healthcare & Medicine / Science & Research
2449d955-7e9b-41e7-a6c8-b171f1fae8fe,Wellness Retreat Operator,Entrepreneurship,"Hospitality & Events,Healthcare & Medicine",2026-06-24T04:06:11.368302+00:00,no,,yes,LOW,Marketing,Marketing & Communications / Business & Finance / Media & Journalism
246ebdb5-44c2-4250-aebc-6e90f90129e2,Medical Device Salesperson,Entrepreneurship,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:33.675655+00:00,no,,yes,MEDIUM,Medical,Healthcare & Medicine / Science & Research
24ee8891-c0c4-4ecf-940b-3a55fe4406b4,Boutique Hotel Owner,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",2026-04-22T02:52:33.295118+00:00,no,,yes,HIGH,Hotel,Hospitality & Events
2581a638-3201-4892-bc46-48b2b5c8dcd0,Convention Manager,Hospitality & Events,"Business & Finance,Media & Journalism",2026-06-27T03:59:12.025473+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
26be8616-e8f5-44f5-8d35-ef87be11d46c,Live Theater Lighting Technician,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:30.082186+00:00,no,,yes,HIGH,Theater,Arts & Performance
2850a847-34de-4064-93e1-13895552007b,Supply Chain Tech Entrepreneur,Entrepreneurship,"Tech & Engineering,Business & Finance",2026-07-15T02:52:57.998957+00:00,no,,yes,HIGH,Supply Chain,Supply Chain & Operations
28ae8f72-5006-42af-a07a-6b1bedb4f797,Advanced Placement (AP) Test Coordinator,Education & Coaching,"Business & Finance,Law & Government",2026-07-22T03:18:15.770315+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
2a860729-3426-4335-83dc-0a8f80196443,Community Benefit Agreement Negotiator,Social Impact & Nonprofit,"Law & Government,Architecture & Urban Planning",2026-08-12T02:27:24.841074+00:00,no,,yes,LOW,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
2bb9210a-9a3b-479d-9f4c-8592f1bd661a,Wig Specialist,Fashion & Beauty,"Design & Creative,Marketing & Communications,Architecture & Urban Planning",2026-04-22T02:52:32.086589+00:00,no,,yes,LOW,Theater,Arts & Performance
2c896c2c-5b5c-4942-8cc4-2b4f4093da1b,Opera House Manager,Hospitality & Events,"Food & Culinary,Marketing & Communications,Science & Research",2026-04-22T02:52:29.422718+00:00,no,,yes,LOW,Performer,Arts & Performance / Sports & Fitness
2e24e391-736a-4ecc-8299-19f2d4d9b751,Makeup Effects Artist (Non-Theater),Fashion & Beauty,"Media & Journalism,Design & Creative",2026-06-22T03:23:45.401201+00:00,no,,yes,HIGH,Theater,Arts & Performance
2e4ee350-aef1-4bf9-ad6c-f92b7d349db1,Franchise Territory Developer,Entrepreneurship,Business & Finance,2026-07-28T02:55:54.674267+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
30322d1d-c57a-436b-84c0-9f030ab8f1af,Beauty Algorithm Auditor,Fashion & Beauty,"Tech & Engineering,Marketing & Communications",2026-08-12T02:28:38.881412+00:00,no,,yes,HIGH,Auditor,Business & Finance / Law & Government
303ce7cb-9d25-43d2-b858-0504d45eb8e8,Travel Experience Curator,Hospitality & Events,"Design & Creative,Business & Finance",2026-06-25T04:05:57.970438+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
315fdacd-41ec-4076-9b48-1b9ec4b35eff,Sports Physician,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Media & Journalism",2026-04-22T02:52:34.239097+00:00,no,,yes,HIGH,Physician,Healthcare & Medicine
32674af8-773c-43ec-919f-5e78dce47d2f,Fitness Program Developer,Sports & Fitness,"Education & Coaching,Healthcare & Medicine",2026-06-22T02:44:31.472178+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
32a5158a-66d5-4f78-844a-402730b39465,Strength Training Programmer,Sports & Fitness,"Education & Coaching,Healthcare & Medicine",2026-05-19T02:14:33.737826+00:00,no,,yes,HIGH,Programmer,Tech & Engineering / Gaming & Esports
3336eb72-cf33-4048-b50e-fd625ac715c1,Commercial Real Estate Appraiser,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:33.86077+00:00,no,,yes,LOW,Investment,Business & Finance
334d53b3-cf33-4be1-b316-0d37daa31652,Marathon Race Director,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",2026-04-22T02:52:29.856816+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
336f5779-3db6-46c3-9970-f5c28f84427c,Import/Export Coordinator,Business & Finance,"Law & Government,Entrepreneurship",2026-04-26T06:32:09.989627+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
350bbc5d-cc0e-4e73-a448-e5564c8e3a8b,Cinematographer,Science & Research,"Healthcare & Medicine,Tech & Engineering,Marketing & Communications",2026-04-22T02:52:31.845128+00:00,no,,yes,HIGH,Cinematograph,Media & Journalism / Arts & Performance
351ea812-ce3f-45cc-babb-dc0d8112274e,Heritage Site Manager,Arts & Performance,"Education & Coaching,Law & Government",2026-06-02T02:37:11.599787+00:00,no,,yes,LOW,Conservation,Environment & Sustainability / Science & Research / Social Impact & Nonprofit
35596978-4721-438e-9436-0596c964c110,Arts Administrator,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Supply Chain & Operations",2026-04-22T02:52:29.206458+00:00,no,,yes,LOW,Theater,Arts & Performance
356b8664-76f3-4a2a-b352-8cc9d59c8d1d,Forensic Accountant,Cybersecurity,"Tech & Engineering,Law & Government,Science & Research",2026-04-22T02:52:30.082186+00:00,no,,yes,HIGH,Accountant,Business & Finance
36a016d3-e356-47b7-b16c-cfd562203f31,Band Manager,Arts & Performance,"Business & Finance,Entrepreneurship",2026-08-07T02:55:27.419977+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
36d61545-c9ef-4549-8a93-7292116c927e,Fluid Dynamics Engineer,Science & Research,"Tech & Engineering,Environment & Sustainability",2026-04-22T06:27:22.580869+00:00,no,,yes,LOW,Aircraft,Aviation & Transportation
37737717-2ef7-48a7-9006-83bacb9bf09f,Artisanal Food Producer,Entrepreneurship,"Environment & Sustainability,Design & Creative",2026-04-22T02:52:34.465719+00:00,no,,yes,LOW,Marketing,Marketing & Communications / Business & Finance / Media & Journalism
39262a81-2f26-4c66-8eee-c48e1db6274e,Corporate Events Coordinator,Hospitality & Events,"Business & Finance,Design & Creative",2026-04-22T02:52:33.477982+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
399b0273-566a-4e6e-8fcf-49e37e081f44,Set Decorator,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:30.655222+00:00,no,,yes,LOW,Theater,Arts & Performance
3a9432cf-ce89-424d-92b1-af341e74d8dc,Music Venue Manager,Arts & Performance,"Hospitality & Events,Business & Finance",2026-06-22T03:27:18.569313+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
3be2b0d6-71ba-405d-aa4e-3472126e3ab8,Micro-Fulfillment Startup Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",2026-04-28T07:57:37.517287+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
3c72616d-cceb-4b55-9519-d97183a8a5ce,Volunteer Recruiter,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",2026-04-22T02:52:31.20659+00:00,no,,yes,LOW,Nonprofit,Social Impact & Nonprofit / Business & Finance
3ce79dd1-e058-4d3c-ad46-7dd1e64f7745,Tour Operator,Hospitality & Events,"Business & Finance,Entrepreneurship",2026-05-04T01:54:19.397919+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
3d044cbd-a4ae-4e07-9e6b-52ac515ef183,Conference Logistics Manager,Hospitality & Events,"Business & Finance,Education & Coaching",2026-04-22T02:52:32.271017+00:00,no,,yes,HIGH,Logistics,Supply Chain & Operations / Aviation & Transportation
3df21171-30f7-470d-987b-18aa1edcbce0,Makeup Brand Founder,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",2026-04-22T02:52:32.905098+00:00,no,,yes,HIGH,Makeup,Fashion & Beauty / Arts & Performance / Media & Journalism
3dfc9fca-13de-4238-8fee-8c6b6bc7c35c,Vending Machine Route Owner,Entrepreneurship,"Business & Finance,Hospitality & Events",2026-04-26T06:30:28.990053+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
3eba22d6-294e-4e94-9cbf-04724574c91a,Sustainable Fashion Brand Developer,Fashion & Beauty,"Entrepreneurship,Environment & Sustainability",2026-07-09T03:50:45.354358+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
3f3240c5-19e0-4bad-a6ff-ae7beb034ead,Telecommunications Engineer,Tech & Engineering,"Science & Research,Business & Finance",2026-04-29T01:59:35.614171+00:00,no,,yes,LOW,Broadcast,Media & Journalism / Arts & Performance
3f45fb90-0589-4556-87fa-d0323a7df4a1,Artist-in-Residence Coordinator,Arts & Performance,"Education & Coaching,Hospitality & Events",2026-07-19T03:25:35.798683+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
3f75b8b3-b3ed-4f8b-a482-a24c546c105a,Online Course Marketplace Founder,Entrepreneurship,"Tech & Engineering,Education & Coaching",2026-06-16T02:45:31.595739+00:00,no,,yes,LOW,Marketing,Marketing & Communications / Business & Finance / Media & Journalism
400bc728-5c94-42f7-9c80-fed069583bd2,Subscription Meal Service Operator,Entrepreneurship,"Hospitality & Events,Business & Finance",2026-05-22T02:14:46.132356+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
40fc3860-e2be-417e-98f6-13f2d102ed62,Theater Operations Manager,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",2026-04-22T02:52:30.082186+00:00,no,,yes,HIGH,Theater,Arts & Performance
410f1592-53c1-4c63-9911-4da88f0ff170,Gastroenterologist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Science & Research",2026-04-22T02:52:29.422718+00:00,no,,yes,LOW,Patient,Healthcare & Medicine
41e1a288-8afb-4988-97c9-afcbd8a5afc4,Performer Coach,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:32.905098+00:00,no,,yes,HIGH,Performer,Arts & Performance / Sports & Fitness
42177d69-fb96-4403-9716-c0a4569391db,Wig and Hairpiece Specialist,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",2026-04-22T02:52:32.680575+00:00,no,,yes,LOW,Theater,Arts & Performance
43237668-6cce-4db3-92fb-ada4b2264862,Sustainable Textile Developer,Fashion & Beauty,"Science & Research,Design & Creative",2026-05-18T02:13:11.430212+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
446d5916-1dcc-48f5-a519-0319bd9d1698,Dance Fitness Instructor,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",2026-04-22T02:52:33.675655+00:00,no,,yes,HIGH,Fitness,Sports & Fitness / Healthcare & Medicine
4512442a-5707-4043-a5e3-f4140107810d,VIP Services Manager,Hospitality & Events,Business & Finance,2026-05-18T02:14:22.451862+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
4525058b-d872-4534-9265-a41b1420ca31,Event Planner,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",2026-04-22T02:52:32.271017+00:00,no,,yes,HIGH,Event Planner,Hospitality & Events / Marketing & Communications
45d784d4-902f-4538-826f-a1da9d71dca5,Lighting Designer,Hospitality & Events,"Food & Culinary,Marketing & Communications,Architecture & Urban Planning",2026-04-22T02:52:29.856816+00:00,no,,yes,LOW,Theater,Arts & Performance
46783e2b-7410-426a-a4f5-5ac2e9443280,TikTok Content Creator,Media & Journalism,"Design & Creative,Entrepreneurship",2026-06-21T02:42:07.312251+00:00,no,,yes,LOW,Algorithm,Tech & Engineering / Science & Research / Gaming & Esports
4749560f-acaa-4f82-ac6f-d43e8da660ec,Pharmacy Technician,Supply Chain & Operations,"Business & Finance,Tech & Engineering",2026-04-22T02:52:33.477982+00:00,no,,yes,HIGH,Pharmacy,Healthcare & Medicine
4774fc21-d6b4-4da2-97c5-a4334483097b,Media Relations Manager,Marketing & Communications,"Business & Finance,Design & Creative,Entrepreneurship",2026-04-22T02:52:30.264317+00:00,no,,yes,LOW,Journalist,Media & Journalism
480bbaf9-bd6e-4e2b-afb3-ba07f9338f22,Event Logistics Coordinator,Hospitality & Events,"Business & Finance,Design & Creative",2026-04-22T02:52:29.422718+00:00,no,,yes,HIGH,Logistics,Supply Chain & Operations / Aviation & Transportation
48485795-328a-4990-9d06-c35889a7e1b8,Community Developer,Social Impact & Nonprofit,"Education & Coaching,Law & Government",2026-04-23T06:29:35.461758+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
4965c22b-d8f4-416e-a17b-fa254dd7c675,Vintage Fashion Authenticator,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",2026-04-22T02:52:30.47108+00:00,no,,yes,HIGH,Fashion,Fashion & Beauty / Design & Creative / Arts & Performance
497659e6-c76c-4072-88c0-31623ef608af,Street Performance Coordinator,Arts & Performance,"Hospitality & Events,Entrepreneurship",2026-05-27T02:16:52.198859+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
4ab6ea6d-20de-4533-80f6-d50d796c574a,Arts Residency Coordinator,Arts & Performance,"Education & Coaching,Social Impact & Nonprofit",2026-06-23T04:02:48.068967+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
4b57890d-7b25-438c-949f-a9af1e799181,Investment Banker,Science & Research,"Healthcare & Medicine,Tech & Engineering",2026-04-22T02:52:32.680575+00:00,no,,yes,HIGH,Investment,Business & Finance
