shared_count,normalized_opening,id,name,primary_industry,created_at,requirements
32,bachelor s degree journalism communications related field preferred,9cacdd64-c31b-4792-b6d0-0ef4b46ebf8b,Fact-Checker (Digital News),Media & Journalism,2026-04-25T06:09:24.600975+00:00,"Bachelor's degree in journalism, communications, or related field preferred; strong research skills and familiarity with fact-checking tools and databases essential."
32,bachelor s degree journalism communications related field preferred,9d84a844-75ac-4c2e-b774-1a267f07177c,Publications Manager,Media & Journalism,2026-06-22T03:22:57.771087+00:00,"A bachelor's degree in journalism, communications, or related field is often preferred, though strong portfolio work and publishing experience can substitute."
32,bachelor s degree journalism communications related field preferred,bfd375c6-117b-4364-b52c-ebc61538a536,Fact-Checker (Digital Media),Media & Journalism,2026-05-14T02:11:40.901865+00:00,"A bachelor's degree in journalism, communications, or a related field is often preferred; strong research skills and familiarity with fact-checking tools and digital media platforms are essential."
32,bachelor s degree journalism communications related field preferred,c80090e9-12e9-490a-a57a-1633c61d7c54,Press Release Writer,Marketing & Communications,2026-04-22T02:52:34.465719+00:00,"Bachelor's degree in journalism, communications, or related field preferred; strong writing portfolio and familiarity with media relations highly valued."
32,bachelor s degree journalism communications related field preferred,d1ecea5f-0843-4f68-b33c-103b7004d88f,News Correspondent,Hospitality & Events,2026-04-22T02:52:33.86077+00:00,"Bachelor's degree in journalism, communications, or related field preferred; strong portfolio and understanding of media law are valuable for entry-level roles."
32,bachelor s degree journalism communications related field preferred,d24f47b1-a1a5-43e0-ab4e-53dd38d29117,Fact-Checker (Media Organization),Media & Journalism,2026-04-22T02:52:31.392704+00:00,"A bachelor's degree in journalism, communications, or a related field is preferred; strong research skills, familiarity with fact-checking tools, and media literacy are essential."
32,bachelor s degree journalism communications related field preferred,d3eeca55-1870-495e-b8de-9a5255335841,Fact Checker (Nonprofit),Media & Journalism,2026-06-28T04:22:59.533268+00:00,"A bachelor's degree in journalism, communications, or related field is preferred but not always required; strong research skills and familiarity with media literacy are essential."
32,bachelor s degree journalism communications related field preferred,e0f19af4-5ab0-47d2-a715-5e758ae3909b,Reporter (Specialized Beat),Media & Journalism,2026-04-24T06:31:41.903432+00:00,"Bachelor's degree in journalism, communications, or related field preferred; strong writing portfolio and familiarity with digital publishing tools essential."
32,bachelor s degree journalism communications related field preferred,eb3c8236-57eb-47ee-9caf-1ff79e823f63,Editorial Director,Science & Research,2026-04-22T02:52:33.295118+00:00,"Bachelor's degree in Journalism, Communications, or related field preferred; professional experience in editorial roles and demonstrated leadership in media production typically required."
32,bachelor s degree journalism communications related field preferred,ef24fb2c-e153-4765-a888-555150d7b4de,Broadcast Journalist (Radio),Media & Journalism,2026-08-07T02:56:32.781962+00:00,"A bachelor's degree in journalism, communications, or related field is preferred; strong portfolio of work samples and experience in news gathering are essential."
32,bachelor s degree journalism communications related field preferred,f8d63ffd-3b97-45ff-b1f1-1dbe1baafaea,Fact-Checker (Online Publications),Media & Journalism,2026-07-18T02:55:00.953307+00:00,"Bachelor's degree in journalism, communications, or related field preferred; strong research skills, familiarity with fact-checking tools, and ability to evaluate sources are essential."
32,bachelor s degree journalism communications related field preferred,fc039843-5cb4-4d7c-ae36-4bed755e4d02,Reporter (Local News),Media & Journalism,2026-05-06T01:53:32.263505+00:00,"A bachelor's degree in journalism, communications, or related field is preferred; strong writing skills, news judgment, and a portfolio of published work are essential for entry-level positions."
26,portfolio demonstrating design skills essential degree graphic design,10e260b3-be6a-4386-afe0-de36c415d638,Publication Designer (Print & Digital),Design & Creative,2026-04-22T03:25:33.395213+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, communications, or related field is preferred but entry-level positions may accept strong self-taught portfolios and proficiency in Adobe Creative Suite."
26,portfolio demonstrating design skills essential degree graphic design,1beee6b5-0e6a-47b5-8d68-3a938f38e07b,Package Labeling Designer,Science & Research,2026-04-22T02:52:32.086589+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, marketing, or fine arts is often preferred but not always required if you have strong practical experience."
26,portfolio demonstrating design skills essential degree graphic design,25b48e09-0c57-4213-acd9-e6c15e2d470e,Art Director (Publishing),Design & Creative,2026-05-20T02:11:25.457+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, fine arts, or related field is preferred but strong self-taught portfolios can lead to entry-level positions."
26,portfolio demonstrating design skills essential degree graphic design,4052425b-3575-4ea3-9914-f9851c18acce,Interactive Designer (Digital Media),Design & Creative,2026-04-22T02:52:34.239097+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, UX/UI design, or related field is often preferred but a strong self-taught portfolio can substitute."
26,portfolio demonstrating design skills essential degree graphic design,41e4a47d-9615-44dc-a2de-ca87eb28357a,Branding Strategist,Design & Creative,2026-05-09T01:56:44.573278+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, marketing, or communications is helpful but not always required if you have strong work samples."
26,portfolio demonstrating design skills essential degree graphic design,4c76aeb3-7c83-470e-9ea6-6d7eee9f7029,Print Design Specialist,Design & Creative,2026-06-11T02:38:46.84874+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, fine arts, or related field is preferred but a strong portfolio and proficiency in Adobe Creative Suite (Photoshop, Illustrator, InDesign) can substitute."
26,portfolio demonstrating design skills essential degree graphic design,682ce763-30b0-4e9f-9cd8-71baefd7f36a,Visualization Designer,Science & Research,2026-04-22T02:52:30.082186+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, data visualization, or related field helps but strong self-taught skills with design software (Adobe Creative Suite, Tableau, D3.js) can substitute."
26,portfolio demonstrating design skills essential degree graphic design,69f9e4f5-9b6a-4d4e-8e22-74fa71b0aaff,Signage Systems Designer,Design & Creative,2026-04-22T02:52:32.905098+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, industrial design, or related field is helpful but not always required—what matters most is strong design software proficiency (Adobe Creative Suite, CAD) and understanding of materials and fabrication."
26,portfolio demonstrating design skills essential degree graphic design,6a2a35a1-68c7-4da4-9204-e96ac990b7fb,Brand Identity Architect,Marketing & Communications,2026-04-22T02:52:32.271017+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, visual communication, or related field is preferred but not always required if you have strong work samples."
26,portfolio demonstrating design skills essential degree graphic design,74d913e4-cc62-49e5-a1a1-0e7a52870eb8,Exhibition Graphic Designer,Science & Research,2026-04-22T02:52:31.660242+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, fine arts, or related field is often preferred but not always required if you have strong experience."
26,portfolio demonstrating design skills essential degree graphic design,799ea36a-aacb-4072-8558-c1ede4f983a7,Graphic Designer,Marketing & Communications,2026-04-22T02:52:29.856816+00:00,A portfolio demonstrating design skills is essential; a degree in graphic design or related field is helpful but not always required if you build strong freelance work.
26,portfolio demonstrating design skills essential degree graphic design,90c9ef80-9200-4160-9c98-52983bb7b4d9,Label Designer,Marketing & Communications,2026-04-22T02:52:33.087307+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, fine arts, or marketing is helpful but experience with design software (Adobe Creative Suite) and understanding of packaging/branding principles can substitute."
26,portfolio demonstrating design skills essential degree graphic design,9427cae1-70bf-4dce-9abb-c1a8bda95219,Environmental Signage Designer,Design & Creative,2026-05-09T01:55:45.327131+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, environmental science, or related field is helpful but not always required if you have strong portfolio work."
26,portfolio demonstrating design skills essential degree graphic design,976b0d01-3e12-4edf-9ea5-1429056d03d4,Branded Content Designer,Design & Creative,2026-04-22T02:52:31.845128+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, marketing, or related field is helpful but not always required—strong digital design experience and platform knowledge matter most."
26,portfolio demonstrating design skills essential degree graphic design,981fee9c-8168-4547-81a4-84cef870bfc7,Exhibit Designer (Theme Parks),Design & Creative,2026-04-22T02:52:32.496342+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, interior design, or fine arts is preferred but experience and a strong portfolio can substitute."
26,portfolio demonstrating design skills essential degree graphic design,9f430e4d-4c9d-4114-b803-1a56c34a0c09,Editorial Designer,Media & Journalism,2026-07-11T03:19:10.84574+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, journalism, or fine arts is helpful but strong self-taught portfolios can substitute."
26,portfolio demonstrating design skills essential degree graphic design,ab7e4938-499d-4f72-9757-44b4755fb160,Magazine Art Director,Media & Journalism,2026-08-05T02:57:24.012975+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, fine arts, or journalism helps but strong visual work can substitute."
26,portfolio demonstrating design skills essential degree graphic design,c623b32c-09dd-4a97-b56d-1371801ae5f3,Brand Identity Specialist,Design & Creative,2026-04-22T03:23:28.766938+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, fine arts, or marketing is helpful but a strong portfolio can substitute for formal credentials."
26,portfolio demonstrating design skills essential degree graphic design,cc62bf7c-24ab-4988-8bc1-ee1d31e9ef26,Brand Packaging Designer,Design & Creative,2026-06-22T03:23:30.905755+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, product design, or related field is preferred but not always required if you have strong self-taught capabilities."
26,portfolio demonstrating design skills essential degree graphic design,ccff2f25-f571-49cc-8b42-10a45af91395,Sustainability-Focused Brand Designer,Design & Creative,2026-04-26T06:30:13.326925+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, fine arts, or sustainability studies is helpful but not always required, with proficiency in Adobe Creative Suite and understanding of sustainable practices highly valued."
26,portfolio demonstrating design skills essential degree graphic design,d2fc80be-198e-468e-9056-2b8ad9836e72,Product Packaging Designer,Marketing & Communications,2026-04-22T02:52:30.655222+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, industrial design, or fine arts is helpful but not always required if you have strong digital design experience and examples."
26,portfolio demonstrating design skills essential degree graphic design,d6ec233a-e9bf-4ccf-b3ed-be474e41edfe,Signage and Wayfinding Designer,Healthcare & Medicine,2026-04-22T02:52:30.655222+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, environmental design, or UX/UI is advantageous but not always required with strong work samples."
26,portfolio demonstrating design skills essential degree graphic design,dc0e9815-6005-4a5d-a0b0-0a4ebc552711,Sustainability-Focused Graphic Designer,Design & Creative,2026-07-18T02:54:14.390597+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, visual communication, or related field is often preferred but not always required, plus familiarity with Adobe Creative Suite and sustainability principles."
26,portfolio demonstrating design skills essential degree graphic design,de14bd4f-75aa-4d7e-9fb0-f4515d0a2651,Brand Designer,Marketing & Communications,2026-04-22T02:52:33.087307+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, marketing, or related field is preferred but strong self-taught portfolios can substitute, plus proficiency in Adobe Creative Suite and branding software."
26,portfolio demonstrating design skills essential degree graphic design,f10909d1-6b6a-4c71-be20-0e929f889598,Packaging Design Strategist,Design & Creative,2026-05-17T02:00:50.395881+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, product design, or marketing is helpful but experience and a strong portfolio can substitute."
26,portfolio demonstrating design skills essential degree graphic design,fcadfc4d-2374-4741-b3a0-9b4845c033bd,Beauty Product Packaging Designer,Fashion & Beauty,2026-08-08T01:59:16.84925+00:00,"A portfolio demonstrating design skills is essential; a degree in graphic design, packaging design, or related field is preferred but not always required, especially with strong professional examples."
20,earn bachelor s degree complete law school j,03b58e2c-7e89-4860-93a3-17a3d818aa56,Deputy District Attorney,Law & Government,2026-05-12T02:01:26.444745+00:00,"You must earn a bachelor's degree, complete law school (J.D.), pass the bar exam in your state, and typically work as an associate attorney before becoming a Deputy District Attorney."
20,earn bachelor s degree complete law school j,1a5eb0d0-855f-4c7a-8211-9ae6393eb45a,Tax Law Specialist,Law & Government,2026-06-22T03:23:48.748561+00:00,"Earn a Bachelor's degree, complete law school (J.D.), pass the bar exam, and obtain a CPA or enroll in tax-specific certification programs like the Enrolled Agent (EA) credential."
20,earn bachelor s degree complete law school j,252f0f21-671e-4dff-b7f6-750b6bacaaec,Municipal Bond Lawyer,Law & Government,2026-05-25T02:30:26.518895+00:00,"Earn a bachelor's degree, complete law school (J.D.), and pass your state's bar exam; many positions prefer experience in municipal finance or securities law."
20,earn bachelor s degree complete law school j,28a52831-1d2e-4d75-afad-e673b3665057,Securities Attorney,Law & Government,2026-04-22T02:52:33.675655+00:00,"Earn a bachelor's degree, complete law school (J.D.), pass the bar exam in your state, and gain experience in securities or corporate law through internships or entry-level positions."
20,earn bachelor s degree complete law school j,4651a610-6172-4abc-b754-1271f1f8b2ca,Intellectual Property Litigation Attorney,Social Impact & Nonprofit,2026-04-22T02:52:32.905098+00:00,"Earn a bachelor's degree, complete law school (J.D.), pass the bar exam in your state, and ideally gain experience in IP law or related technical fields."
20,earn bachelor s degree complete law school j,55d4beeb-3598-4268-b9ed-dc8484dd51fa,Municipal Planning Attorney,Law & Government,2026-07-04T03:42:14.757745+00:00,"Earn a bachelor's degree, complete law school (J.D.), and pass your state's bar exam; many positions prefer experience in municipal law or planning."
20,earn bachelor s degree complete law school j,8087933f-c0dc-4ac6-81c1-34b588412518,Government Relations Lawyer,Law & Government,2026-07-27T03:40:08.694057+00:00,"Earn a bachelor's degree, complete law school (J.D.), and pass your state's bar exam; experience in legislative offices or policy internships strongly preferred."
20,earn bachelor s degree complete law school j,91922163-6dd1-4ed9-92cd-3195f3a010bc,Elder Law Attorney,Law & Government,2026-04-22T02:52:30.082186+00:00,"Earn a Bachelor's degree, complete Law School (J.D.), and pass the bar exam in your state; elder law certification is optional but valuable."
20,earn bachelor s degree complete law school j,a89394ca-5902-4cba-a45f-c6d31ed42dc3,Constitutional Law Attorney,Social Impact & Nonprofit,2026-04-22T02:52:31.392704+00:00,"Earn a bachelor's degree, complete law school (J.D.), and pass your state's bar exam; many pursue additional constitutional law coursework or clerks with federal judges."
20,earn bachelor s degree complete law school j,accb6213-4d61-4b20-99c1-ac234b21016d,Municipal Bonds Attorney,Law & Government,2026-05-29T02:08:36.223823+00:00,"Earn a bachelor's degree, complete law school (J.D.), pass the bar exam in your state, and typically gain 2-3 years of experience in securities or municipal law."
20,earn bachelor s degree complete law school j,acd53164-80d6-42f1-8878-2846dc758da2,International Trade Attorney,Law & Government,2026-04-22T02:52:32.496342+00:00,"Earn a bachelor's degree, complete law school (J.D.), pass the bar exam, and specialize in international trade law through coursework or internships."
20,earn bachelor s degree complete law school j,d6a28f12-236c-4034-b25e-025ad2858049,Nonprofit Law Specialist,Law & Government,2026-05-30T02:02:51.712165+00:00,"Earn a Bachelor's degree, complete law school (J.D.), and pass the bar exam in your state; some positions value prior nonprofit experience."
20,earn bachelor s degree complete law school j,de055334-8bd3-45c2-b458-76bdb3ba71d5,Nonprofit Attorney,Law & Government,2026-07-20T03:41:28.442369+00:00,"Earn a Bachelor's degree, complete law school (J.D.), and pass your state's bar exam; many nonprofit attorneys also pursue specialized nonprofit law certificates."
20,earn bachelor s degree complete law school j,de3408d2-fac6-4b8f-bdac-ea91e783d878,Estate Planning Attorney,Law & Government,2026-04-22T02:52:34.465719+00:00,"Earn a bachelor's degree, complete law school (J.D.), pass the bar exam in your state, and often pursue specialized certification in estate planning law."
20,earn bachelor s degree complete law school j,e050b3c5-740f-4be2-ac75-06667523d9e3,International Trade Lawyer,Law & Government,2026-06-18T02:38:16.117148+00:00,"Earn a bachelor's degree, complete law school (J.D.), pass the bar exam in your state, and gain experience in international law or trade."
20,earn bachelor s degree complete law school j,ef3a6ff5-88ca-452f-8abb-f13bc76bd8ac,City Prosecutor,Law & Government,2026-07-28T02:56:52.927532+00:00,"Earn a bachelor's degree, complete law school (J.D.), and pass your state's bar exam to practice law."
20,earn bachelor s degree complete law school j,f01ec1e8-6967-4498-aac3-217655364fcd,Labor Attorney,Social Impact & Nonprofit,2026-04-22T02:52:30.655222+00:00,"Earn a bachelor's degree, complete law school (J.D.), and pass the bar exam in your state; additional labor law certification strengthens candidacy."
20,earn bachelor s degree complete law school j,f3cca934-9834-47b5-81f4-f393a9c32cf2,Constitutional Attorney,Law & Government,2026-07-03T03:49:32.746816+00:00,"Earn a Bachelor's degree, complete law school (J.D.), and pass the bar exam in your state; many pursue additional constitutional law studies or clerkships."
20,earn bachelor s degree complete law school j,fecf3415-a09b-459c-b7c3-1974a3d1801d,Human Rights Attorney,Social Impact & Nonprofit,2026-04-22T02:52:34.05043+00:00,"Earn a bachelor's degree, complete law school (J.D.), and pass your state's bar exam; some positions require additional human rights certification or internships."
20,earn bachelor s degree complete law school j,feeb2a2b-c2d7-40ff-a517-dd2edc1871b5,Municipal Bond Attorney,Education & Coaching,2026-04-22T02:52:30.47108+00:00,"Earn a bachelor's degree, complete law school (J.D.), pass the bar exam in your state, and typically complete a clerkship or junior associate role before specializing in municipal bond law."
19,bachelor s degree business finance related field preferred,0afd2926-cf24-45d4-ab79-52e3a4e6fec1,Revenue Operations Manager,Business & Finance,2026-05-28T02:01:07.110408+00:00,"A bachelor's degree in business, finance, or related field is preferred; certifications in Salesforce, HubSpot, or revenue operations platforms strengthen candidacy."
19,bachelor s degree business finance related field preferred,106115c6-0ac0-4523-b22b-4df9f86fa4ee,Franchise Development Manager,Entrepreneurship,2026-04-22T02:52:29.206458+00:00,"Bachelor's degree in business, finance, or related field preferred; professional certifications such as CFE or MBA beneficial but not always required."
19,bachelor s degree business finance related field preferred,179f4b8b-7afe-49cb-a132-56156beb554f,Nonprofit Risk Manager,Social Impact & Nonprofit,2026-04-22T02:52:32.905098+00:00,"Bachelor's degree in business, finance, or related field preferred; risk management certifications (ARM, CRMA) or compliance training increasingly valued."
19,bachelor s degree business finance related field preferred,2d3eb2d5-8fa6-407c-8771-2aa56a852154,Supplier Diversity Manager,Business & Finance,2026-07-10T03:51:45.19811+00:00,"Bachelor's degree in business, finance, or related field preferred; certifications in supplier diversity (NMSDC) or procurement are advantageous but not always required."
19,bachelor s degree business finance related field preferred,3274cd17-813f-49d1-8fd0-7aae06ad1da3,Pre-Seed Investor Relations Manager,Entrepreneurship,2026-07-28T02:56:32.446471+00:00,"Bachelor's degree in business, finance, or related field preferred; experience in startup ecosystems, venture capital, or business development strongly desired."
19,bachelor s degree business finance related field preferred,35ac5ed4-b702-4a50-a03c-d4ca22cf0542,Insurance Underwriter (Cyber),Business & Finance,2026-07-05T03:59:26.818429+00:00,"Bachelor's degree in business, finance, or related field preferred; completion of insurance licensing exams and growing cybersecurity knowledge required."
19,bachelor s degree business finance related field preferred,3638d5cb-ceee-43cb-b048-b4da68e25721,Business Plan Writer,Entrepreneurship,2026-04-22T02:52:32.271017+00:00,"A bachelor's degree in business, finance, or related field is often preferred, though entrepreneurial experience and strong writing skills can substitute; some pursue business plan writing certifications or MBA programs."
19,bachelor s degree business finance related field preferred,6e07a2d7-cdde-4b8a-b6c5-e99c5af69cac,Commercial Insurance Broker,Business & Finance,2026-05-06T01:52:40.635504+00:00,"A bachelor's degree in business, finance, or related field is preferred; must obtain state insurance licensing and pass the Property and Casualty exam."
19,bachelor s degree business finance related field preferred,7af3d529-da57-40e0-9c7a-dc2a3ea6c88e,Impact Investment Fund Founder,Entrepreneurship,2026-07-03T03:49:10.152946+00:00,"Bachelor's degree in business, finance, or related field preferred; experience in investment, entrepreneurship, or nonprofit sector typically required before founding."
19,bachelor s degree business finance related field preferred,831f0253-2a58-4242-97cb-fbab0c2e6cef,Insurance Underwriter (Specialty Lines),Business & Finance,2026-05-08T02:03:36.324989+00:00,"Bachelor's degree in business, finance, or related field preferred; professional certifications (like the Chartered Property Casualty Underwriter) typically required or pursued after entry."
19,bachelor s degree business finance related field preferred,a3bcd916-448a-4df3-923c-eec7405d4cb3,Commercial Insurance Underwriter,Business & Finance,2026-05-21T02:12:45.171914+00:00,"A bachelor's degree in business, finance, or related field is preferred; professional certification like the Chartered Property Casualty Underwriter (CPCU) credential enhances career prospects."
19,bachelor s degree business finance related field preferred,aa9b202e-d5ac-4f9e-a833-f50486e0cd7b,Relationship Manager (Business Banking),Business & Finance,2026-04-22T02:52:29.422718+00:00,"Bachelor's degree in business, finance, or related field preferred; Series 7 and Series 63 securities licenses typically required."
19,bachelor s degree business finance related field preferred,c008bd9d-137f-4583-bda4-c986210a6ad5,Underwriter (Insurance),Business & Finance,2026-04-28T07:59:17.844048+00:00,"A bachelor's degree in business, finance, or related field is preferred; professional certification (like the Chartered Property Casualty Underwriter credential) strengthens credentials after entry."
19,bachelor s degree business finance related field preferred,c2329230-268f-456a-8ac6-e71670e35537,Impact Venture Capitalist,Entrepreneurship,2026-04-25T06:06:40.936763+00:00,"Bachelor's degree in business, finance, or related field preferred; extensive startup experience, financial acumen, and a strong industry network are typically essential before transitioning to VC roles."
19,bachelor s degree business finance related field preferred,c4a669a8-1f6e-4596-a284-5cc5456ee772,Event Insurance Specialist,Hospitality & Events,2026-05-30T02:03:57.959548+00:00,"A bachelor's degree in business, finance, or related field is preferred; insurance licensing (Property & Casualty or Event-specific certifications) and continuing education are typically required."
19,bachelor s degree business finance related field preferred,c5ccc63b-44e3-41ee-bd3c-8e1009dcd88c,Consulting Startup Owner,Entrepreneurship,2026-04-22T02:52:30.264317+00:00,"A bachelor's degree in business, finance, or related field is preferred; entrepreneurial experience and strong analytical skills can substitute for formal credentials in some cases."
19,bachelor s degree business finance related field preferred,d34df182-7108-490c-b798-25f7a6d98d9c,Angel Investment Scout,Entrepreneurship,2026-04-22T02:52:33.295118+00:00,"Bachelor's degree in business, finance, or related field preferred; certifications in venture capital, financial analysis, or business development are advantageous but not always required."
19,bachelor s degree business finance related field preferred,e4ee2c4c-4975-402c-b5ef-c71ebcf9e012,Conscious Venture Capitalist,Entrepreneurship,2026-05-14T02:10:39.234003+00:00,"Bachelor's degree in business, finance, or related field preferred; MBA or venture capital experience strongly advantageous; demonstrated passion for social or environmental causes."
19,bachelor s degree business finance related field preferred,e7495886-f28b-4ca6-b8b7-bbb0676f5de9,Insurance Underwriter,Media & Journalism,2026-04-22T02:52:34.239097+00:00,"Bachelor's degree in business, finance, or related field preferred; professional certifications such as Associate in Commercial Underwriting (AU) or Chartered Property Casualty Underwriter (CPCU) enhance career prospects."
18,bachelor s degree finance business economics required mba,03d90543-2441-493a-aad9-5a143bfd71c5,Merger and Acquisition Specialist,Business & Finance,2026-05-07T01:57:22.411361+00:00,"Bachelor's degree in Finance, Business, or Economics required; MBA and investment banking or corporate finance experience typically needed before specializing in M&A."
